Date,Year,Month,LGA,Population Band,Revenue Target,Actual Revenue,Registered Taxpayers,Active Taxpayers,Collection Gap
20/08/2024,2024,8,Musawa,High,215878904,186484614.4,7654,3259,29394289.65
20/08/2024,2024,8,Bakori,Medium,205759637,126148338.5,12801,9162,79611298.5
20/08/2024,2024,8,Charanchi,High,119581534,54458264.68,1418,936,65123269.32
20/08/2024,2024,8,Jibia,Low,176466280,127620544,14947,10654,48845735.96
20/08/2024,2024,8,Batsari,Medium,152205800,168181866.2,15465,10363,-15976066.19
20/08/2024,2024,8,Rimi,High,246025979,189354538.8,26934,16645,56671440.23
20/08/2024,2024,8,Kusada,Medium,120312099,97176208,22634,8177,23135891
20/09/2024,2024,9,Katsina,High,31245180,23154416.22,10714,6133,8090763.78
20/09/2024,2024,9,Daura,High,85405271,66870491.78,2817,1524,18534779.22
20/09/2024,2024,9,Funtua,High,180274489,110656407.8,32502,22331,69618081.23
20/09/2024,2024,9,Malumfashi,Low,142320859,167408140.2,15964,12691,-25087281.23
20/09/2024,2024,9,Dutsin-Ma,Medium,110234898,128571867.3,11513,7328,-18336969.25
20/09/2024,2024,9,Kankia,Low,87234520,99302986.45,7603,5727,-12068466.45
20/09/2024,2024,9,Mani,Low,157677909,174417336.7,27201,21312,-16739427.66
20/09/2024,2024,9,Mashi,Medium,125902782,136053927.9,3252,2393,-10151145.93
20/09/2024,2024,9,Musawa,Medium,215080346,170993652.6,10114,5838,44086693.43
20/09/2024,2024,9,Bakori,Medium,77729332,87999687.05,25024,9068,-10270355.05
20/09/2024,2024,9,Charanchi,High,66348584,40259735.47,10590,8116,26088848.53
20/09/2024,2024,9,Jibia,Medium,168197552,101422788.2,16376,11605,66774763.78
20/09/2024,2024,9,Batsari,High,97607842,59539431.42,28244,10841,38068410.58
20/09/2024,2024,9,Rimi,High,98365515,90143734.84,28048,21790,8221780.16
20/09/2024,2024,9,Kusada,Low,76526600,75592521.53,10100,5083,934078.47
20/10/2024,2024,10,Katsina,High,191482980,116604640.9,9122,7039,74878339.07
20/10/2024,2024,10,Daura,Low,44522419,25073881.92,4586,3721,19448537.08
20/10/2024,2024,10,Funtua,Medium,234063682,258651540,3543,1980,-24587857.98
20/10/2024,2024,10,Malumfashi,High,204362792,183655222.9,7895,5953,20707569.07
20/10/2024,2024,10,Dutsin-Ma,Low,130077757,75014203.97,1606,679,55063553.03
20/10/2024,2024,10,Kankia,Low,32330389,35023118.77,14114,8862,-2692729.77
20/10/2024,2024,10,Mani,High,39346994,26181821.94,9641,6274,13165172.06
20/10/2024,2024,10,Mashi,Medium,186900604,205668581.1,31581,18806,-18767977.09
20/10/2024,2024,10,Musawa,Medium,190543036,188874736.2,4823,3374,1668299.76
20/10/2024,2024,10,Bakori,Low,56256307,46621025.82,3681,2213,9635281.18
20/10/2024,2024,10,Charanchi,High,70531879,32521322.4,6673,3516,38010556.6
20/10/2024,2024,10,Jibia,High,118248728,119874367.4,8834,4886,-1625639.43
20/10/2024,2024,10,Batsari,High,33186409,31183265.73,13640,6027,2003143.27
20/10/2024,2024,10,Rimi,Low,200941986,100056741.5,23080,15046,100885244.5
20/10/2024,2024,10,Kusada,Medium,190661973,179464179.4,30139,22605,11197793.62
20/11/2024,2024,11,Katsina,Medium,125176306,75032542.62,15152,8602,50143763.38
20/11/2024,2024,11,Daura,Low,227471536,222962974.3,20894,14943,4508561.66
20/11/2024,2024,11,Funtua,High,174095926,165859630.6,8974,5544,8236295.39
20/11/2024,2024,11,Malumfashi,Low,219390106,187775305.3,23499,15056,31614800.74
20/11/2024,2024,11,Dutsin-Ma,Medium,45642894,20621437.2,3137,2206,25021456.8
20/11/2024,2024,11,Kankia,Low,149887342,121776943.8,11358,4520,28110398.22
20/11/2024,2024,11,Mani,Low,219042004,214218168.4,7920,3516,4823835.56
20/11/2024,2024,11,Mashi,High,40456887,40137349.4,20600,9130,319537.6
20/11/2024,2024,11,Musawa,Low,110560830,120647546.7,26387,20147,-10086716.74
20/11/2024,2024,11,Bakori,High,211669604,250868317.4,29279,15395,-39198713.37
20/11/2024,2024,11,Charanchi,Low,83383743,78656287.54,1073,515,4727455.46
20/11/2024,2024,11,Jibia,High,175196918,202455197,20234,16418,-27258278.98
20/11/2024,2024,11,Batsari,Medium,111867056,100191012.4,7807,6050,11676043.59
20/11/2024,2024,11,Rimi,Medium,174742758,160958237.5,17442,7886,13784520.49
20/11/2024,2024,11,Kusada,Medium,162100094,120881764.8,14947,7246,41218329.19
20/12/2024,2024,12,Katsina,High,155147823,141718090.6,34640,27580,13429732.4
20/12/2024,2024,12,Daura,Low,160755246,169884261.9,17946,14157,-9129015.87
20/12/2024,2024,12,Funtua,High,137260614,109444422.8,24382,18353,27816191.2
20/12/2024,2024,12,Malumfashi,High,231263521,114393436,7180,5441,116870085
20/12/2024,2024,12,Dutsin-Ma,Medium,237584342,163137871.9,15702,10734,74446470.06
20/12/2024,2024,12,Kankia,Low,49520776,24761541.63,21469,11595,24759234.37
20/12/2024,2024,12,Mani,Medium,130277295,90270448.03,25353,9750,40006846.97
20/12/2024,2024,12,Mashi,Medium,72117615,75981786.19,31687,12702,-3864171.19
20/12/2024,2024,12,Musawa,High,33333796,35819505.63,22333,8790,-2485709.63
20/12/2024,2024,12,Bakori,High,204550271,175799813.8,7397,4332,28750457.25
20/12/2024,2024,12,Charanchi,Medium,208577652,205211537.8,21340,14832,3366114.24
20/12/2024,2024,12,Jibia,Low,155158556,174107652,3371,2153,-18949095.99
20/12/2024,2024,12,Batsari,Medium,159299768,155246544.8,5162,3038,4053223.25
20/12/2024,2024,12,Rimi,Medium,123143594,124338064.9,9566,4856,-1194470.9
20/12/2024,2024,12,Kusada,High,158249328,98853551.2,12972,5441,59395776.8
20/01/2025,2025,1,Katsina,Low,206677686,186920405.1,31333,14766,19757280.95
20/01/2025,2025,1,Daura,Medium,40578087,41512121.9,30601,12629,-934034.9
20/01/2025,2025,1,Funtua,High,217488625,260323760.5,12413,6468,-42835135.53
20/01/2025,2025,1,Malumfashi,High,144410592,133984871.7,34431,22784,10425720.33
20/01/2025,2025,1,Dutsin-Ma,Low,225170674,218243907,22661,16153,6926767.02
20/01/2025,2025,1,Kankia,Low,40335858,40868219.21,5435,3111,-532361.21
20/01/2025,2025,1,Mani,Low,83016272,65277883.62,9264,4360,17738388.38
20/01/2025,2025,1,Mashi,Medium,101716897,60579791.4,14909,7482,41137105.6
20/01/2025,2025,1,Musawa,Low,240014516,226734575.1,34168,20333,13279940.9
20/01/2025,2025,1,Bakori,Medium,51954442,47221960.57,2963,1181,4732481.43
20/01/2025,2025,1,Charanchi,High,238964744,188977559.6,30775,24572,49987184.41
20/01/2025,2025,1,Jibia,High,72263108,39243585.42,16065,6954,33019522.58
20/01/2025,2025,1,Batsari,Medium,49178335,45025667.56,22599,11197,4152667.44
20/01/2025,2025,1,Rimi,High,155494540,129828912.9,3819,2527,25665627.14
20/01/2025,2025,1,Kusada,High,224020090,247222398.2,21163,11575,-23202308.16
20/02/2025,2025,2,Katsina,Low,108933973,85848494,3545,1584,23085479
20/02/2025,2025,2,Daura,High,212251524,139470858.3,24051,9839,72780665.66
20/02/2025,2025,2,Funtua,High,60535440,61106423.39,2900,1044,-570983.39
20/02/2025,2025,2,Malumfashi,Low,55553228,29840889.53,34454,22330,25712338.47
20/02/2025,2025,2,Dutsin-Ma,Low,104970662,115605948.1,19679,8242,-10635286.13
20/02/2025,2025,2,Kankia,Low,123193573,147352635.1,33018,23151,-24159062.11
20/02/2025,2025,2,Mani,Low,110299572,101511565.6,22484,14461,8788006.43
20/02/2025,2025,2,Mashi,Low,190620640,216205235.1,12065,8585,-25584595.12
20/02/2025,2025,2,Musawa,Medium,204900863,103475943.8,27479,15021,101424919.2
20/02/2025,2025,2,Bakori,Low,79373942,74195433.89,3228,1175,5178508.11
20/02/2025,2025,2,Charanchi,Medium,61391368,39971595.68,25733,19285,21419772.32
20/02/2025,2025,2,Jibia,Low,170747936,145171917.1,17686,11380,25576018.94
20/02/2025,2025,2,Batsari,Medium,153341377,71767754.73,4006,1613,81573622.27
20/02/2025,2025,2,Rimi,Medium,152689922,109094897,2051,1362,43595024.98
20/02/2025,2025,2,Kusada,Medium,136630972,132772681.6,9087,6454,3858290.44
20/03/2025,2025,3,Katsina,Low,174681386,141656130.8,25252,20549,33025255.24
20/03/2025,2025,3,Daura,Low,118627419,129007692.9,15834,9251,-10380273.91
20/03/2025,2025,3,Funtua,Medium,62995057,41370398.42,5557,3614,21624658.58
20/03/2025,2025,3,Malumfashi,Low,126732024,103908231.7,5976,3037,22823792.27
20/03/2025,2025,3,Dutsin-Ma,High,205817782,160183835.7,15460,7584,45633946.33
20/03/2025,2025,3,Kankia,High,72697786,42148830.8,8461,5442,30548955.2
20/03/2025,2025,3,Mani,Low,40750925,46651961.17,21955,15998,-5901036.17
20/03/2025,2025,3,Mashi,Low,114101153,78192754.35,26152,14207,35908398.65
20/03/2025,2025,3,Musawa,Medium,231529482,234338923.2,29647,18024,-2809441.17
20/03/2025,2025,3,Bakori,Medium,239066605,187376012.1,27200,12138,51690592.9
20/03/2025,2025,3,Charanchi,Medium,50307357,54243663.36,8654,5431,-3936306.36
20/03/2025,2025,3,Jibia,Medium,184110055,99705055.68,17868,8902,84404999.32
20/03/2025,2025,3,Batsari,High,81664257,75367837.49,2968,1685,6296419.51
20/03/2025,2025,3,Rimi,High,43592803,23999755.52,16590,6869,19593047.48
20/03/2025,2025,3,Kusada,Low,31196047,33668746.03,12919,5453,-2472699.03
20/04/2025,2025,4,Katsina,High,126920838,124092917.9,17056,6188,2827920.09
20/04/2025,2025,4,Daura,Low,246580160,200814553.3,29658,20629,45765606.73
20/04/2025,2025,4,Funtua,Medium,248558425,289030860.8,1034,623,-40472435.75
20/04/2025,2025,4,Malumfashi,Medium,57658060,31989473.27,9969,8147,25668586.73
20/04/2025,2025,4,Dutsin-Ma,Low,104833461,103435544.1,8960,4222,1397916.9
20/04/2025,2025,4,Kankia,Medium,165093906,89915197.16,11770,6881,75178708.84
20/04/2025,2025,4,Mani,High,112195368,127966316.8,1465,1061,-15770948.78
20/04/2025,2025,4,Mashi,High,74001104,79289558.12,12400,5685,-5288454.12
20/04/2025,2025,4,Musawa,Medium,78251203,69512190.24,25252,16276,8739012.76
20/04/2025,2025,4,Bakori,High,193034503,127464925.9,23272,9631,65569577.14
20/04/2025,2025,4,Charanchi,Medium,32834796,36744184.77,10819,8468,-3909388.77
20/04/2025,2025,4,Jibia,Low,200638439,131769912.6,3017,2350,68868526.45
20/04/2025,2025,4,Batsari,Medium,35959620,31014868.78,31371,23692,4944751.22
20/04/2025,2025,4,Rimi,Low,26553749,26334298.28,12348,7738,219450.72
20/04/2025,2025,4,Kusada,Medium,111562106,62070397.91,9939,7430,49491708.09
20/05/2025,2025,5,Katsina,Low,90105955,100468935.6,23992,11593,-10362980.58
20/05/2025,2025,5,Daura,Low,50139773,54527590.39,7330,5712,-4387817.39
20/05/2025,2025,5,Funtua,High,131676450,149055126.4,21180,8691,-17378676.43
20/05/2025,2025,5,Malumfashi,High,27348017,18441836.49,31669,22358,8906180.51
20/05/2025,2025,5,Dutsin-Ma,Medium,133742159,71257168.5,15506,11701,62484990.5
20/05/2025,2025,5,Kankia,High,161725628,174461716.9,15378,5595,-12736088.93
20/05/2025,2025,5,Mani,Medium,234228150,172375635.1,14988,8814,61852514.94
20/05/2025,2025,5,Mashi,Medium,223156508,213049001,18263,12370,10107507.05
20/05/2025,2025,5,Musawa,Medium,132334624,122460172.4,22904,8348,9874451.6
20/05/2025,2025,5,Bakori,High,70725780,41230504.67,21927,8987,29495275.33
20/05/2025,2025,5,Charanchi,Medium,91504797,49651235.05,5939,2323,41853561.95
20/05/2025,2025,5,Jibia,Low,92714139,79598562.35,15470,9231,13115576.65
20/05/2025,2025,5,Batsari,Low,203400794,148786413.5,12828,5162,54614380.48
20/05/2025,2025,5,Rimi,Low,225079919,204777182.7,33701,13837,20302736.27
20/05/2025,2025,5,Kusada,Medium,204525099,170155440.2,29536,16201,34369658.81
20/06/2025,2025,6,Katsina,Medium,31926863,25713486.78,22332,8225,6213376.22
20/06/2025,2025,6,Daura,Medium,162168644,144636000.8,1817,699,17532643.16
20/06/2025,2025,6,Funtua,High,180759504,174415394.5,6873,2850,6344109.5
20/06/2025,2025,6,Malumfashi,Low,234756566,214784285.7,25977,16270,19972280.27
20/06/2025,2025,6,Dutsin-Ma,Low,224314851,233536795.5,3942,3155,-9221944.53
20/06/2025,2025,6,Kankia,Medium,228523205,121513906.8,12879,10230,107009298.2
20/06/2025,2025,6,Mani,Medium,233358544,270864058.9,26101,19935,-37505514.9
20/06/2025,2025,6,Mashi,High,51686451,37882398.29,7841,6012,13804052.71
20/06/2025,2025,6,Musawa,High,89172897,89998690.13,30320,11758,-825793.13
20/06/2025,2025,6,Bakori,Low,25649780,12960623.74,15458,9345,12689156.26
20/06/2025,2025,6,Charanchi,Medium,196041073,90637599.62,23679,16425,105403473.4
20/06/2025,2025,6,Jibia,Medium,158561339,101134685.2,15348,11458,57426653.76
20/06/2025,2025,6,Batsari,Low,151122137,139960836.8,4277,2362,11161300.19
20/06/2025,2025,6,Rimi,Medium,66752532,59381859.27,13949,7530,7370672.73
20/06/2025,2025,6,Kusada,Medium,152988790,107665555,14864,6574,45323235.02
20/07/2025,2025,7,Katsina,Medium,26295255,21154702.06,5006,2656,5140552.94
20/07/2025,2025,7,Daura,Low,239200627,245357667.9,26789,20473,-6157040.92
20/07/2025,2025,7,Funtua,High,161568518,134964555.6,12562,9220,26603962.42
20/07/2025,2025,7,Malumfashi,Medium,187515163,161796240.8,23216,18236,25718922.16
20/07/2025,2025,7,Dutsin-Ma,Medium,127240499,115110005,19689,8924,12130494.05
20/07/2025,2025,7,Kankia,Low,44519550,23857861.84,33440,12222,20661688.16
20/07/2025,2025,7,Mani,High,186492035,200947675.5,18407,13290,-14455640.47
20/07/2025,2025,7,Mashi,Medium,217483597,245460305.2,26535,20430,-27976708.17
20/07/2025,2025,7,Musawa,Medium,50065375,59564332.94,13882,11244,-9498957.94
20/07/2025,2025,7,Bakori,Low,114133756,123732083.9,19069,10995,-9598327.89
20/07/2025,2025,7,Charanchi,Low,137117026,107907501.7,6420,2549,29209524.27
20/07/2025,2025,7,Jibia,Low,241735859,171819809.5,30960,16476,69916049.47
20/07/2025,2025,7,Batsari,Low,230283321,159713311.8,10470,4879,70570009.16
20/07/2025,2025,7,Rimi,High,221375695,218888444.2,23867,16449,2487250.85
20/07/2025,2025,7,Kusada,Medium,111322177,57966466.41,33024,22503,53355710.59
20/08/2025,2025,8,Katsina,High,181399968,163884346.2,23671,17146,17515621.76
20/08/2025,2025,8,Daura,Low,42200846,49848784.96,8181,4519,-7647938.96
20/08/2025,2025,8,Funtua,High,136511656,128030750.2,2135,891,8480905.83
20/08/2025,2025,8,Malumfashi,Low,42613323,20675171.36,17775,9035,21938151.64
20/08/2025,2025,8,Dutsin-Ma,Medium,223261818,185918821.1,18780,15337,37342996.91
20/08/2025,2025,8,Kankia,Low,237977995,137278754.7,6225,4644,100699240.3
20/08/2025,2025,8,Mani,Low,169602379,196508029.4,9528,6069,-26905650.44
20/08/2025,2025,8,Mashi,Low,233254012,145350070.5,28310,20746,87903941.5
20/08/2025,2025,8,Musawa,Low,73524698,68596126.64,15033,11493,4928571.36
20/08/2025,2025,8,Bakori,Low,114001292,121040131.6,26009,10717,-7038839.58
20/08/2025,2025,8,Charanchi,Low,233789910,257186446.5,2786,1762,-23396536.48
20/08/2025,2025,8,Jibia,Low,164235396,179970405,32927,14199,-15735008.96
20/08/2025,2025,8,Batsari,High,208921752,152113510.7,16534,6145,56808241.29
20/08/2025,2025,8,Rimi,Medium,103850820,118086170.8,16488,5952,-14235350.77
20/08/2025,2025,8,Kusada,High,118810451,64139326.9,23996,17836,54671124.1
20/09/2025,2025,9,Katsina,High,178954355,137692662.6,4561,2638,41261692.44
20/09/2025,2025,9,Daura,Medium,179553728,196553510.7,13088,9903,-16999782.73
20/09/2025,2025,9,Funtua,Medium,179379840,85460895.51,10761,7977,93918944.49
20/09/2025,2025,9,Malumfashi,Medium,152483087,148215686.4,9348,7341,4267400.65
20/09/2025,2025,9,Dutsin-Ma,High,68375117,62543542.55,7844,3435,5831574.45
20/09/2025,2025,9,Kankia,Low,228443349,246452578.8,5945,4456,-18009229.8
20/09/2025,2025,9,Mani,Medium,231362892,215390602.2,7363,5604,15972289.83
20/09/2025,2025,9,Mashi,High,203953067,145027929.6,4729,1718,58925137.37
20/09/2025,2025,9,Musawa,Low,193795684,173121114.6,31401,24196,20674569.44
20/09/2025,2025,9,Bakori,Medium,133657085,127592687.5,7333,5592,6064397.51
20/09/2025,2025,9,Charanchi,Low,119630671,104653591.1,11409,4078,14977079.92
20/09/2025,2025,9,Jibia,Low,54628328,38869732.43,2163,857,15758595.57
20/09/2025,2025,9,Batsari,Low,91183930,54826892.94,8735,4813,36357037.06
20/09/2025,2025,9,Rimi,Low,121735988,72299836.45,17169,8801,49436151.55
20/09/2025,2025,9,Kusada,Low,36244421,26727596.6,30812,24874,9516824.4
20/10/2025,2025,10,Katsina,Low,91036340,88315030.7,21498,16839,2721309.3
20/10/2025,2025,10,Daura,High,131615258,76411315.41,5126,3178,55203942.59
20/10/2025,2025,10,Funtua,Low,112672312,103300767.2,29589,19878,9371544.76
20/10/2025,2025,10,Malumfashi,High,26764283,13169362.39,7844,3547,13594920.61
20/10/2025,2025,10,Dutsin-Ma,Medium,147217707,135572602.7,21560,16724,11645104.31
20/10/2025,2025,10,Kankia,High,145520703,146398591.7,14459,11506,-877888.71
20/10/2025,2025,10,Mani,Medium,66148120,34476145.71,9652,3625,31671974.29
20/10/2025,2025,10,Mashi,High,192463150,111942748.6,28687,10882,80520401.39
20/10/2025,2025,10,Musawa,High,221430698,215613870.6,18912,12653,5816827.36
20/10/2025,2025,10,Bakori,Medium,30061075,21174972.49,4039,2967,8886102.51
20/10/2025,2025,10,Charanchi,High,105559896,60156940.82,26691,13910,45402955.18
20/10/2025,2025,10,Jibia,Medium,168647521,126971038.2,8906,7288,41676482.81
20/10/2025,2025,10,Batsari,Medium,195236972,208572821.1,31120,18273,-13335849.1
20/10/2025,2025,10,Rimi,Low,110981681,51961957.95,17761,11725,59019723.05
20/10/2025,2025,10,Kusada,Low,86590096,39597649.23,4851,3514,46992446.77
20/11/2025,2025,11,Katsina,High,44931512,23583197.35,22154,15253,21348314.65
20/11/2025,2025,11,Daura,Medium,118236261,74174102.86,18019,7843,44062158.14
20/11/2025,2025,11,Funtua,Low,61307675,69757067.72,9690,5207,-8449392.72
20/11/2025,2025,11,Malumfashi,High,173443743,122192350.3,12002,5703,51251392.7
20/11/2025,2025,11,Dutsin-Ma,Medium,68742085,35416737.6,32316,21620,33325347.4
20/11/2025,2025,11,Kankia,Low,160346791,142584697.1,12551,8948,17762093.95
20/11/2025,2025,11,Mani,Medium,196173161,213255031.2,30278,21764,-17081870.22
20/11/2025,2025,11,Mashi,Medium,95396640,106902054.2,21506,8256,-11505414.16
20/11/2025,2025,11,Musawa,Medium,36236251,29032875.18,14446,8542,7203375.82
20/11/2025,2025,11,Bakori,High,83836608,74954423.82,21227,10019,8882184.18
20/11/2025,2025,11,Charanchi,High,230815896,186159903.7,21164,8860,44655992.29
20/11/2025,2025,11,Jibia,High,216403800,243888981.3,5116,2641,-27485181.3
20/11/2025,2025,11,Batsari,Medium,60737294,65620740.22,14213,9044,-4883446.22
20/11/2025,2025,11,Rimi,High,55910561,33632307.27,14412,5974,22278253.73
20/11/2025,2025,11,Kusada,Medium,31118112,35551958.22,34161,25902,-4433846.22
20/12/2025,2025,12,Katsina,Medium,203935129,117412696.2,27863,16160,86522432.76
20/12/2025,2025,12,Daura,High,231250899,175918483.6,4426,2858,55332415.44
20/12/2025,2025,12,Funtua,Medium,221553136,168654019.2,16234,8727,52899116.8
20/12/2025,2025,12,Malumfashi,Medium,43799274,21889835.21,10124,4685,21909438.79
20/12/2025,2025,12,Dutsin-Ma,Medium,42097458,46321683.93,13107,8118,-4224225.93
20/12/2025,2025,12,Kankia,Low,72041782,81126824.45,9205,6618,-9085042.45
20/12/2025,2025,12,Mani,Low,215261310,140953455,10113,4192,74307855.04
20/12/2025,2025,12,Mashi,High,218769399,164964666,12846,5940,53804732.97
20/12/2025,2025,12,Musawa,High,172819426,161592441.1,3293,2437,11226984.9
20/12/2025,2025,12,Bakori,Low,159588247,172301632.2,32849,23356,-12713385.22
20/12/2025,2025,12,Charanchi,Medium,30691417,16040822.37,3293,2492,14650594.63
20/12/2025,2025,12,Jibia,Medium,132156668,152464269,33370,25208,-20307601
20/12/2025,2025,12,Batsari,High,136853231,106661262.4,32156,11446,30191968.63
20/12/2025,2025,12,Rimi,Medium,85962551,95101573.36,10191,8087,-9139022.36
20/12/2025,2025,12,Kusada,Medium,78785038,84036902.18,25709,20798,-5251864.18
