Date,Branch,Product,Revenue,Target,Cost,Profit
2024-01-01,Lagos,Product D,11996107,14690756.67,5692885.64,6303221.36
2024-01-01,Abuja,Product A,9495187,10972966.87,5303398.64,4191788.36
2024-01-01,Abuja,Product B,11465180,12295737.8,8009944.11,3455235.89
2024-01-01,Abuja,Product C,10480665,11428445.75,6403665.85,4076999.15
2024-01-01,Abuja,Product D,4760475,5310897.91,2885335.62,1875139.38
2024-01-01,Port Harcourt,Product A,3950183,4685150.29,2627169.5,1323013.5
2024-01-01,Port Harcourt,Product B,10201172,10896772.87,6152455.43,4048716.57
2024-01-01,Port Harcourt,Product C,2933413,3346104.49,1771706.22,1161706.78
2024-01-01,Port Harcourt,Product D,9663806,11236901.96,5968745.02,3695060.98
2024-01-01,Kano,Product A,13287169,16095851.58,8862329.45,4424839.55
2024-01-01,Kano,Product B,8642917,9514913.37,3897131.39,4745785.61
2024-01-01,Kano,Product C,5655777,6592725.76,2621944.36,3033832.64
2024-01-01,Kano,Product D,7780235,9259078.54,4764219.52,3016015.48
2024-01-01,Ibadan,Product A,3010921,3724258.05,1417257.81,1593663.19
2024-01-01,Ibadan,Product B,9920040,10479004.24,5680810.91,4239229.09
2024-01-01,Ibadan,Product C,14901210,16049881.3,9573394.12,5327815.88
2024-01-01,Ibadan,Product D,14235447,16786099.78,8201163.18,6034283.82
2024-02-01,Lagos,Product A,8416943,9592852.45,6103415.95,2313527.05
2024-02-01,Lagos,Product B,8333337,9376080.02,5456828.29,2876508.71
2024-02-01,Lagos,Product C,13103036,16050049.58,6419137.27,6683898.73
2024-02-01,Lagos,Product D,7834610,8412229.42,5859144.68,1975465.32
2024-02-01,Abuja,Product A,8594429,9933170.38,5744150.58,2850278.42
2024-02-01,Abuja,Product B,5736121,6980654.61,3882515.44,1853605.56
2024-02-01,Abuja,Product C,7005700,8004718.29,4663892.0,2341808.0
2024-02-01,Abuja,Product D,9115687,10541259.41,6353707.96,2761979.04
2024-02-01,Port Harcourt,Product A,6152562,7026995.22,3054971.06,3097590.94
2024-02-01,Port Harcourt,Product B,5162177,6388101.49,3445790.23,1716386.77
2024-02-01,Port Harcourt,Product C,3893218,4112964.71,2523036.15,1370181.85
2024-02-01,Port Harcourt,Product D,12316699,14819583.95,8808003.84,3508695.16
2024-02-01,Kano,Product A,2262492,2484517.71,1063794.94,1198697.06
2024-02-01,Kano,Product B,11964729,12643311.66,7529828.34,4434900.66
2024-02-01,Kano,Product C,13799185,16896308.35,7222772.8,6576412.2
2024-02-01,Kano,Product D,2742169,3099893.36,1426755.42,1315413.58
2024-02-01,Ibadan,Product A,5645172,6779158.02,3854631.19,1790540.81
2024-02-01,Ibadan,Product B,4351084,5007136.83,2335570.67,2015513.33
2024-02-01,Ibadan,Product C,14272826,16631011.82,8895430.96,5377395.04
2024-02-01,Ibadan,Product D,14961040,17721447.34,8171713.09,6789326.91
2024-03-01,Lagos,Product A,7062767,8653667.02,5266766.57,1796000.43
2024-03-01,Lagos,Product B,10745141,11757425.13,5803990.99,4941150.01
2024-03-01,Lagos,Product C,3022699,3510392.21,1896744.04,1125954.96
2024-03-01,Lagos,Product D,14334812,17665011.49,9142713.58,5192098.42
2024-03-01,Abuja,Product A,9167236,10644720.65,4254195.47,4913040.53
2024-03-01,Abuja,Product B,7778321,9632029.32,5066819.75,2711501.25
2024-03-01,Abuja,Product C,10799030,12027386.09,6208334.16,4590695.84
2024-03-01,Abuja,Product D,4503456,4998735.73,2274982.47,2228473.53
2024-03-01,Port Harcourt,Product A,11024938,12620288.03,7770401.44,3254536.56
2024-03-01,Port Harcourt,Product B,7045519,8606159.57,3475593.45,3569925.55
2024-03-01,Port Harcourt,Product C,9768273,12043774.95,6043784.7,3724488.3
2024-03-01,Port Harcourt,Product D,8987842,10438995.17,4406090.24,4581751.76
2024-03-01,Kano,Product A,6074489,6688007.1,3335373.73,2739115.27
2024-03-01,Kano,Product B,3326581,4106482.02,2342378.8,984202.2
2024-03-01,Kano,Product C,3551288,4109291.61,2481717.78,1069570.22
2024-03-01,Kano,Product D,2864641,3161682.26,1868036.91,996604.09
2024-03-01,Ibadan,Product A,12115353,12816947.17,5716451.2,6398901.8
2024-03-01,Ibadan,Product B,14779145,17254899.16,9627654.64,5151490.36
2024-03-01,Ibadan,Product C,5640933,6463825.77,4009812.97,1631120.03
2024-03-01,Ibadan,Product D,7586214,8425534.55,5482543.57,2103670.43
2024-04-01,Lagos,Product A,5553544,6872132.8,4101976.81,1451567.19
2024-04-01,Lagos,Product B,3968239,4759410.01,2683716.95,1284522.05
2024-04-01,Lagos,Product C,6070038,7218035.5,4013087.71,2056950.29
2024-04-01,Lagos,Product D,8654381,10671070.66,5327842.81,3326538.19
2024-04-01,Abuja,Product A,6748945,7600205.29,4117497.86,2631447.14
2024-04-01,Abuja,Product B,8027375,8923908.02,4478419.41,3548955.59
2024-04-01,Abuja,Product C,10342928,11824043.7,7145359.96,3197568.04
2024-04-01,Abuja,Product D,14120088,16151941.61,9911163.05,4208924.95
2024-04-01,Port Harcourt,Product A,5407913,6079256.64,3105110.36,2302802.64
2024-04-01,Port Harcourt,Product B,11437598,13986088.91,7690363.12,3747234.88
2024-04-01,Port Harcourt,Product C,2272124,2504232.42,1659621.8,612502.2
2024-04-01,Port Harcourt,Product D,11716405,13989415.54,6309959.97,5406445.03
2024-04-01,Kano,Product A,5291551,5905228.35,2984180.41,2307370.59
2024-04-01,Kano,Product B,6122665,7040209.39,3957582.83,2165082.17
2024-04-01,Kano,Product C,13489819,15075046.17,9159697.55,4330121.45
2024-04-01,Kano,Product D,10197701,12678818.51,6552107.9,3645593.1
2024-04-01,Ibadan,Product A,10230828,11685301.84,6852932.62,3377895.38
2024-04-01,Ibadan,Product B,7908535,8571690.51,5267828.18,2640706.82
2024-04-01,Ibadan,Product C,10192588,11077402.02,7306142.47,2886445.53
2024-04-01,Ibadan,Product D,12767775,15850520.81,7752380.07,5015394.93
2024-05-01,Lagos,Product A,3247057,4023225.78,2112095.84,1134961.16
2024-05-01,Lagos,Product B,14823477,15583576.94,7281995.41,7541481.59
2024-05-01,Lagos,Product C,12581417,13792839.85,8330796.2,4250620.8
2024-05-01,Lagos,Product D,2153368,2355233.19,1263602.58,889765.42
2024-05-01,Abuja,Product A,3014184,3537347.02,1959299.23,1054884.77
2024-05-01,Abuja,Product B,12343478,15213957.4,7995923.63,4347554.37
2024-05-01,Abuja,Product C,2263935,2380125.74,1393436.3,870498.7
2024-05-01,Abuja,Product D,2198826,2316122.88,1465864.54,732961.46
2024-05-01,Port Harcourt,Product A,10988193,13685749.0,5001196.7,5986996.3
2024-05-01,Port Harcourt,Product B,13708132,16241485.14,9483975.37,4224156.63
2024-05-01,Port Harcourt,Product C,5007598,5365156.95,2398109.47,2609488.53
2024-05-01,Port Harcourt,Product D,4498085,4939768.91,2860486.32,1637598.68
2024-05-01,Kano,Product A,6234874,7563169.5,3305714.12,2929159.88
2024-05-01,Kano,Product B,8658817,9228600.48,6388382.86,2270434.14
2024-05-01,Kano,Product C,9700704,11281922.99,7247104.06,2453599.94
2024-05-01,Kano,Product D,5789255,6426043.69,4043323.51,1745931.49
2024-05-01,Ibadan,Product A,3352527,3958486.68,2371798.02,980728.98
2024-05-01,Ibadan,Product B,14743735,15574351.34,8427275.5,6316459.5
2024-05-01,Ibadan,Product C,8327855,9664811.24,3887729.87,4440125.13
2024-05-01,Ibadan,Product D,2158547,2569899.21,1024890.71,1133656.29
2024-06-01,Lagos,Product A,9279795,10940706.15,5098144.77,4181650.23
2024-06-01,Lagos,Product B,3599906,4424134.15,2612616.17,987289.83
2024-06-01,Lagos,Product C,5854842,6395146.79,4159485.07,1695356.93
2024-06-01,Lagos,Product D,11509060,13179025.27,5339842.35,6169217.65
2024-06-01,Abuja,Product A,3247353,3854237.0,1734449.89,1512903.11
2024-06-01,Abuja,Product B,11110543,12918250.27,5109411.34,6001131.66
2024-06-01,Abuja,Product C,7276177,7662772.06,3726475.38,3549701.62
2024-06-01,Abuja,Product D,4419132,5304950.96,2933479.13,1485652.87
2024-06-01,Port Harcourt,Product A,8682298,10729366.71,4686557.44,3995740.56
2024-06-01,Port Harcourt,Product B,11461648,12585971.93,8027682.88,3433965.12
2024-06-01,Port Harcourt,Product C,8528964,10110293.57,5221165.05,3307798.95
2024-06-01,Port Harcourt,Product D,8439870,10137312.29,4152290.95,4287579.05
2024-06-01,Kano,Product A,13564711,16207560.46,8142053.04,5422657.96
2024-06-01,Kano,Product B,7802559,8276480.87,4534273.61,3268285.39
2024-06-01,Kano,Product C,3275374,3662256.43,2229552.64,1045821.36
2024-06-01,Kano,Product D,11992655,13543792.31,8179787.92,3812867.08
2024-06-01,Ibadan,Product A,2497036,2938573.37,1710630.57,786405.43
2024-06-01,Ibadan,Product B,9558977,10974859.28,5321896.97,4237080.03
2024-06-01,Ibadan,Product C,8298619,9430298.26,5426537.15,2872081.85
2024-06-01,Ibadan,Product D,13084235,14733038.89,8918871.68,4165363.32
2024-07-01,Lagos,Product A,6955645,8413624.95,4618079.19,2337565.81
2024-07-01,Lagos,Product B,3376369,3726141.94,1904272.11,1472096.89
2024-07-01,Lagos,Product C,12635092,13656707.14,7162664.25,5472427.75
2024-07-01,Lagos,Product D,8051545,8625702.15,3635744.12,4415800.88
2024-07-01,Abuja,Product A,7171869,8168379.92,4865424.24,2306444.76
2024-07-01,Abuja,Product B,3715158,3999372.79,1880678.13,1834479.87
2024-07-01,Abuja,Product C,9530347,11068516.48,5753777.88,3776569.12
2024-07-01,Abuja,Product D,3732967,3939222.31,2076180.26,1656786.74
2024-07-01,Port Harcourt,Product A,3561359,4164599.48,2440711.92,1120647.08
2024-07-01,Port Harcourt,Product B,8463219,8907268.22,4859098.12,3604120.88
2024-07-01,Port Harcourt,Product C,3421022,4088014.45,2113715.95,1307306.05
2024-07-01,Port Harcourt,Product D,6072543,7070821.01,3041584.23,3030958.77
2024-07-01,Kano,Product A,8387623,9091347.5,4451107.62,3936515.38
2024-07-01,Kano,Product B,6503118,7469642.54,3049833.22,3453284.78
2024-07-01,Kano,Product C,9292657,10270173.65,5017344.11,4275312.89
2024-07-01,Kano,Product D,3290526,3692710.48,2412833.1,877692.9
2024-07-01,Ibadan,Product A,14094685,16561349.84,8853462.49,5241222.51
2024-07-01,Ibadan,Product B,5280754,6028362.63,2590985.36,2689768.64
2024-07-01,Ibadan,Product C,2113537,2620288.55,1161737.66,951799.34
2024-07-01,Ibadan,Product D,12405098,13967867.33,8790990.46,3614107.54
2024-08-01,Lagos,Product A,9385715,10483348.51,6519717.86,2865997.14
2024-08-01,Lagos,Product B,12922585,16086616.3,6342887.27,6579697.73
2024-08-01,Lagos,Product C,7379868,8639185.31,4860290.21,2519577.79
2024-08-01,Lagos,Product D,10036449,11168928.35,7420673.25,2615775.75
2024-08-01,Abuja,Product A,7354241,8150629.04,4842674.52,2511566.48
2024-08-01,Abuja,Product B,10237735,12731162.15,7008674.66,3229060.34
2024-08-01,Abuja,Product C,7467463,8402471.96,5189501.13,2277961.87
2024-08-01,Abuja,Product D,8592357,9649243.61,6269156.77,2323200.23
2024-08-01,Port Harcourt,Product A,5352088,6253622.64,3284516.06,2067571.94
2024-08-01,Port Harcourt,Product B,13437240,16172035.21,6155261.46,7281978.54
2024-08-01,Port Harcourt,Product C,14200615,16221709.64,9408051.08,4792563.92
2024-08-01,Port Harcourt,Product D,9356053,11316493.25,6543478.85,2812574.15
2024-08-01,Kano,Product A,3160289,3835937.03,2176481.71,983807.29
2024-08-01,Kano,Product B,8864256,10500558.04,4359031.01,4505224.99
2024-08-01,Kano,Product C,7080688,7777457.68,4585445.69,2495242.31
2024-08-01,Kano,Product D,13999675,15884389.52,7883178.43,6116496.57
2024-08-01,Ibadan,Product A,9534089,11899879.02,5661059.93,3873029.07
2024-08-01,Ibadan,Product B,8724393,10093018.89,6343058.82,2381334.18
2024-08-01,Ibadan,Product C,13604949,15423388.37,6272283.5,7332665.5
2024-08-01,Ibadan,Product D,8031903,9560589.86,5571643.5,2460259.5
2024-09-01,Lagos,Product A,11962645,14087642.29,5688172.86,6274472.14
2024-09-01,Lagos,Product B,14900908,16385726.77,9676771.34,5224136.66
2024-09-01,Lagos,Product C,4790696,5650146.72,2219476.8,2571219.2
2024-09-01,Lagos,Product D,12821827,15200203.84,7306971.03,5514855.97
2024-09-01,Abuja,Product A,14627921,16329431.12,10076725.98,4551195.02
2024-09-01,Abuja,Product B,3777454,3974295.45,1993065.99,1784388.01
2024-09-01,Abuja,Product C,10567725,12674618.73,6524492.54,4043232.46
2024-09-01,Abuja,Product D,13537094,15771351.83,7902056.15,5635037.85
2024-09-01,Port Harcourt,Product A,8562142,9783211.69,5598499.07,2963642.93
2024-09-01,Port Harcourt,Product B,13583615,15622422.65,7518398.0,6065217.0
2024-09-01,Port Harcourt,Product C,2412092,2765594.25,1299224.31,1112867.69
2024-09-01,Port Harcourt,Product D,3440404,3692289.28,2519073.61,921330.39
2024-09-01,Kano,Product A,4376915,4900681.73,2420083.86,1956831.14
2024-09-01,Kano,Product B,5470657,6314357.95,3033425.09,2437231.91
2024-09-01,Kano,Product C,3637842,4138529.79,2397443.3,1240398.7
2024-09-01,Kano,Product D,7350413,7816685.48,3406217.52,3944195.48
2024-09-01,Ibadan,Product A,13924892,14941646.58,9813623.37,4111268.63
2024-09-01,Ibadan,Product B,12871131,13796211.83,8881273.94,3989857.06
2024-09-01,Ibadan,Product C,14423352,15848128.06,7245368.52,7177983.48
2024-09-01,Ibadan,Product D,4686631,5231207.83,2708454.74,1978176.26
2024-10-01,Lagos,Product A,9751982,10691791.32,5573396.49,4178585.51
2024-10-01,Lagos,Product B,5094587,5539229.23,3297177.85,1797409.15
2024-10-01,Lagos,Product C,8636771,9119034.95,5477717.25,3159053.75
2024-10-01,Lagos,Product D,5310554,6053580.17,3074098.37,2236455.63
2024-10-01,Abuja,Product A,2074659,2470809.17,1061676.34,1012982.66
2024-10-01,Abuja,Product B,14621927,17411088.07,10071618.63,4550308.37
2024-10-01,Abuja,Product C,11686290,12508425.29,8315891.5,3370398.5
2024-10-01,Abuja,Product D,5136665,5769289.5,2615190.61,2521474.39
2024-10-01,Port Harcourt,Product A,3911847,4312696.62,2772681.81,1139165.19
2024-10-01,Port Harcourt,Product B,10853588,13492999.13,5904582.33,4949005.67
2024-10-01,Port Harcourt,Product C,8520284,9988002.47,5334561.86,3185722.14
2024-10-01,Port Harcourt,Product D,7837206,8780781.97,4603247.02,3233958.98
2024-10-01,Kano,Product A,4894531,5935830.97,3239183.53,1655347.47
2024-10-01,Kano,Product B,6990296,8624183.43,4383268.67,2607027.33
2024-10-01,Kano,Product C,13276136,14295604.56,6443685.4,6832450.6
2024-10-01,Kano,Product D,7123426,7646212.67,4003307.15,3120118.85
2024-10-01,Ibadan,Product A,4371602,5036806.7,2515733.37,1855868.63
2024-10-01,Ibadan,Product B,4313029,5024511.48,2488236.61,1824792.39
2024-10-01,Ibadan,Product C,10164971,11965190.7,6688854.63,3476116.37
2024-10-01,Ibadan,Product D,12825667,15854307.02,6438105.72,6387561.28
2024-11-01,Lagos,Product A,4799538,5509526.0,2361799.67,2437738.33
2024-11-01,Lagos,Product B,7277776,8867220.76,4627377.32,2650398.68
2024-11-01,Lagos,Product C,8023677,9952315.32,4777158.28,3246518.72
2024-11-01,Lagos,Product D,5273712,6397240.42,3898057.51,1375654.49
2024-11-01,Abuja,Product A,10479842,12372647.68,6002227.9,4477614.1
2024-11-01,Abuja,Product B,10249791,11614305.57,7195020.58,3054770.42
2024-11-01,Abuja,Product C,10199017,11050132.08,6319508.18,3879508.82
2024-11-01,Abuja,Product D,14768411,16158205.63,6790641.29,7977769.71
2024-11-01,Port Harcourt,Product A,5772246,6681500.14,2888793.78,2883452.22
2024-11-01,Port Harcourt,Product B,9672579,11250467.7,6594418.97,3078160.03
2024-11-01,Port Harcourt,Product C,10309978,11959009.87,4989650.96,5320327.04
2024-11-01,Port Harcourt,Product D,3916069,4321686.74,2400283.44,1515785.56
2024-11-01,Kano,Product A,8154919,9446728.92,5521172.7,2633746.3
2024-11-01,Kano,Product B,14750753,17609390.64,9055575.51,5695177.49
2024-11-01,Kano,Product C,9132912,9776629.66,6384099.24,2748812.76
2024-11-01,Kano,Product D,14605485,16058823.14,10405574.88,4199910.12
2024-11-01,Ibadan,Product A,2540736,2896303.03,1409023.82,1131712.18
2024-11-01,Ibadan,Product B,3459332,3936076.31,2588228.29,871103.71
2024-11-01,Ibadan,Product C,5975295,6524876.54,4011119.3,1964175.7
2024-11-01,Ibadan,Product D,13561743,15190863.22,8994503.11,4567239.89
2024-12-01,Lagos,Product A,12616129,14327297.63,8009290.96,4606838.04
2024-12-01,Lagos,Product B,5466502,6629259.63,3780808.52,1685693.48
2024-12-01,Lagos,Product C,11564260,12953857.28,6179079.07,5385180.93
2024-12-01,Lagos,Product D,11039036,11962732.56,8209731.59,2829304.41
2024-12-01,Abuja,Product A,6909595,7654909.86,3663487.44,3246107.56
2024-12-01,Abuja,Product B,10630451,13257210.57,6950080.38,3680370.62
2024-12-01,Abuja,Product C,3597613,3875052.93,2428490.37,1169122.63
2024-12-01,Abuja,Product D,8905438,10987117.46,6659004.46,2246433.54
2024-12-01,Port Harcourt,Product A,13004113,13984332.27,9230626.81,3773486.19
2024-12-01,Port Harcourt,Product B,6188889,6679350.34,3383026.29,2805862.71
2024-12-01,Port Harcourt,Product C,6153279,7398054.84,4017293.51,2135985.49
2024-12-01,Port Harcourt,Product D,10211754,11012706.05,6532669.34,3679084.66
2024-12-01,Kano,Product A,12532951,14197891.1,7339264.98,5193686.02
2024-12-01,Kano,Product B,12630509,15269271.48,8597148.82,4033360.18
2024-12-01,Kano,Product C,8758714,10099871.89,4672491.07,4086222.93
2024-12-01,Kano,Product D,8191986,9346557.38,4885809.77,3306176.23
2024-12-01,Ibadan,Product A,11763593,12357591.12,8025600.6,3737992.4
2024-12-01,Ibadan,Product B,14293069,15273978.48,10600384.41,3692684.59
2024-12-01,Ibadan,Product C,12650856,14963796.37,7052432.45,5598423.55
2024-12-01,Ibadan,Product D,3062512,3702992.24,1743533.29,1318978.71
2025-01-01,Lagos,Product A,9208215,11187700.65,5510329.23,3697885.77
2025-01-01,Lagos,Product B,7416778,9016345.04,4089066.6,3327711.4
2025-01-01,Lagos,Product C,11696117,12586411.98,8254262.91,3441854.09
2025-01-01,Lagos,Product D,7766993,9544321.24,5271273.35,2495719.65
2025-01-01,Abuja,Product A,2770794,2964513.92,1898456.41,872337.59
2025-01-01,Abuja,Product B,9710502,10227647.12,7077303.84,2633198.16
2025-01-01,Abuja,Product C,4650523,5293491.24,2093678.38,2556844.62
2025-01-01,Abuja,Product D,9177281,10007491.26,6025596.81,3151684.19
2025-01-01,Port Harcourt,Product A,4213134,5167112.05,2277450.25,1935683.75
2025-01-01,Port Harcourt,Product B,6597283,7050305.21,3682145.62,2915137.38
2025-01-01,Port Harcourt,Product C,3382787,3803500.0,2439463.29,943323.71
2025-01-01,Port Harcourt,Product D,4777050,5065380.58,3046235.37,1730814.63
2025-01-01,Kano,Product A,14180063,16872690.69,7377080.68,6802982.32
2025-01-01,Kano,Product B,12997217,13884144.98,6219884.53,6777332.47
2025-01-01,Kano,Product C,5580613,6391818.39,2733439.71,2847173.29
2025-01-01,Kano,Product D,5794852,6686615.12,3381412.4,2413439.6
2025-01-01,Ibadan,Product A,2135267,2539087.46,1484293.93,650973.07
2025-01-01,Ibadan,Product B,9085252,10800603.91,5390371.52,3694880.48
2025-01-01,Ibadan,Product C,5841091,6580654.81,3909027.57,1932063.43
2025-01-01,Ibadan,Product D,3718442,3981113.88,2083325.95,1635116.05
2025-02-01,Lagos,Product A,7020671,7564252.48,4788365.43,2232305.57
2025-02-01,Lagos,Product B,14635891,17927494.97,9403162.52,5232728.48
2025-02-01,Lagos,Product C,13360475,14410215.72,8138566.52,5221908.48
2025-02-01,Lagos,Product D,2142182,2510774.08,1069452.16,1072729.84
2025-02-01,Abuja,Product A,7891952,9426829.38,5038411.65,2853540.35
2025-02-01,Abuja,Product B,4539636,5601814.7,2881864.45,1657771.55
2025-02-01,Abuja,Product C,9421969,11513575.5,4484917.64,4937051.36
2025-02-01,Abuja,Product D,3685524,3973004.56,1794655.47,1890868.53
2025-02-01,Port Harcourt,Product A,14247521,16054197.59,10528556.32,3718964.68
2025-02-01,Port Harcourt,Product B,7276495,8791572.82,3815327.65,3461167.35
2025-02-01,Port Harcourt,Product C,12814938,13671613.31,7894245.16,4920692.84
2025-02-01,Port Harcourt,Product D,12066461,14410201.25,6461303.2,5605157.8
2025-02-01,Kano,Product A,13584266,14336357.27,9564967.05,4019298.95
2025-02-01,Kano,Product B,7060836,7704001.5,4462999.53,2597836.47
2025-02-01,Kano,Product C,5164963,6195728.1,2782172.48,2382790.52
2025-02-01,Kano,Product D,2915518,3518331.43,2006265.34,909252.66
2025-02-01,Ibadan,Product A,6015476,6911646.84,2910426.24,3105049.76
2025-02-01,Ibadan,Product B,10381604,12225547.81,4892887.34,5488716.66
2025-02-01,Ibadan,Product C,2202450,2747284.39,1608179.04,594270.96
2025-02-01,Ibadan,Product D,4214305,4751071.12,2957144.07,1257160.93
2025-03-01,Lagos,Product A,9060918,10176158.37,5933837.67,3127080.33
2025-03-01,Lagos,Product B,14796417,16930103.61,11041232.55,3755184.45
2025-03-01,Lagos,Product C,3224599,3396592.28,1516399.19,1708199.81
2025-03-01,Lagos,Product D,6398739,6994772.5,4650435.77,1748303.23
2025-03-01,Abuja,Product A,8676912,9989920.73,5540826.18,3136085.82
2025-03-01,Abuja,Product B,10406206,12523057.24,6005136.05,4401069.95
2025-03-01,Abuja,Product C,8749095,9330783.5,5345429.71,3403665.29
2025-03-01,Abuja,Product D,12335554,13329011.27,5860364.17,6475189.83
2025-03-01,Port Harcourt,Product A,3325761,3832144.49,1699328.34,1626432.66
2025-03-01,Port Harcourt,Product B,4606795,5331342.66,2613063.73,1993731.27
2025-03-01,Port Harcourt,Product C,12641691,15203464.28,8153282.12,4488408.88
2025-03-01,Port Harcourt,Product D,12790343,13598987.07,8436545.6,4353797.4
2025-03-01,Kano,Product A,14246669,17675637.01,7430937.41,6815731.59
2025-03-01,Kano,Product B,6101689,6511982.19,3541085.17,2560603.83
2025-03-01,Kano,Product C,9606317,11263016.27,4481429.36,5124887.64
2025-03-01,Kano,Product D,13174960,15788064.46,8856174.57,4318785.43
2025-03-01,Ibadan,Product A,4003921,4214258.96,1966580.01,2037340.99
2025-03-01,Ibadan,Product B,2190431,2371725.36,1611948.82,578482.18
2025-03-01,Ibadan,Product C,10774573,12427872.7,7507205.95,3267367.05
2025-03-01,Ibadan,Product D,6349442,6878938.42,3099030.46,3250411.54
2025-04-01,Lagos,Product A,6509119,7788728.27,3159637.12,3349481.88
2025-04-01,Lagos,Product B,2492516,2784145.87,1442661.71,1049854.29
2025-04-01,Lagos,Product C,10788815,11466076.36,7160503.87,3628311.13
2025-04-01,Lagos,Product D,11674609,13723579.54,6991272.71,4683336.29
2025-04-01,Abuja,Product A,10569497,11859237.54,6340461.59,4229035.41
2025-04-01,Abuja,Product B,11510771,12470496.25,5723074.7,5787696.3
2025-04-01,Abuja,Product C,14974306,16031207.24,9316619.24,5657686.76
2025-04-01,Abuja,Product D,14126208,15158363.69,9496117.15,4630090.85
2025-04-01,Port Harcourt,Product A,2043092,2163241.3,1448304.09,594787.91
2025-04-01,Port Harcourt,Product B,6102892,6464160.66,3412694.17,2690197.83
2025-04-01,Port Harcourt,Product C,4518002,4905611.27,3334749.22,1183252.78
2025-04-01,Port Harcourt,Product D,2593302,3009716.17,1878028.6,715273.4
2025-04-01,Kano,Product A,14426310,17039501.3,7463517.76,6962792.24
2025-04-01,Kano,Product B,6165165,6986681.37,4106532.41,2058632.59
2025-04-01,Kano,Product C,6550953,7960714.15,4071160.42,2479792.58
2025-04-01,Kano,Product D,4003215,4605331.32,2884645.88,1118569.12
2025-04-01,Ibadan,Product A,5008898,5482925.14,3029042.1,1979855.9
2025-04-01,Ibadan,Product B,2770553,3437746.16,1304038.15,1466514.85
2025-04-01,Ibadan,Product C,9802985,11991074.44,6686206.73,3116778.27
2025-04-01,Ibadan,Product D,7212643,8045416.09,4442464.58,2770178.42
2025-05-01,Lagos,Product A,2133700,2397817.65,1146817.93,986882.07
2025-05-01,Lagos,Product B,7098752,8503702.9,3711051.48,3387700.52
2025-05-01,Lagos,Product C,8178606,9555377.71,4890873.48,3287732.52
2025-05-01,Lagos,Product D,14962299,18032221.48,10020835.19,4941463.81
2025-05-01,Abuja,Product A,11169742,13427107.14,5847785.08,5321956.92
2025-05-01,Abuja,Product B,2107003,2605266.03,963265.04,1143737.96
2025-05-01,Abuja,Product C,11085620,12407965.29,7780688.52,3304931.48
2025-05-01,Abuja,Product D,2160974,2680035.75,973386.13,1187587.87
2025-05-01,Port Harcourt,Product A,13027728,14659515.63,8747139.64,4280588.36
2025-05-01,Port Harcourt,Product B,7159172,7665968.38,4359537.32,2799634.68
2025-05-01,Port Harcourt,Product C,5995789,6799003.89,4427023.89,1568765.11
2025-05-01,Port Harcourt,Product D,4388630,5232697.38,2097361.35,2291268.65
2025-05-01,Kano,Product A,5883465,7233470.14,3564954.8,2318510.2
2025-05-01,Kano,Product B,13758259,16910490.6,8083491.84,5674767.16
2025-05-01,Kano,Product C,14547669,15522078.9,6963577.84,7584091.16
2025-05-01,Kano,Product D,4239990,4992347.12,2409609.16,1830380.84
2025-05-01,Ibadan,Product A,11930363,13881742.63,6925514.44,5004848.56
2025-05-01,Ibadan,Product B,4192921,4601120.09,2215108.77,1977812.23
2025-05-01,Ibadan,Product C,7284972,8998458.54,4137032.16,3147939.84
2025-05-01,Ibadan,Product D,14337173,15989536.69,8399108.15,5938064.85
2025-06-01,Lagos,Product A,5919346,6303733.45,3023683.55,2895662.45
2025-06-01,Lagos,Product B,14920916,17411837.7,7410072.53,7510843.47
2025-06-01,Lagos,Product C,4757754,5423427.3,2589217.24,2168536.76
2025-06-01,Lagos,Product D,4025626,4658393.66,2976509.29,1049116.71
2025-06-01,Abuja,Product A,5483557,6253357.46,3229836.89,2253720.11
2025-06-01,Abuja,Product B,4011815,4284956.12,2777295.56,1234519.44
2025-06-01,Abuja,Product C,7103880,8633184.37,4681907.27,2421972.73
2025-06-01,Abuja,Product D,2676621,2925557.88,1892296.05,784324.95
2025-06-01,Port Harcourt,Product A,4488460,4794764.09,2354043.03,2134416.97
2025-06-01,Port Harcourt,Product B,7968373,8998276.39,3702784.88,4265588.12
2025-06-01,Port Harcourt,Product C,7013715,7729347.9,5240668.79,1773046.21
2025-06-01,Port Harcourt,Product D,2521470,3127680.11,1781116.97,740353.03
2025-06-01,Kano,Product A,11327356,13588473.98,5946361.1,5380994.9
2025-06-01,Kano,Product B,9751799,10438144.95,6710631.47,3041167.53
2025-06-01,Kano,Product C,4037647,4249184.92,2822766.26,1214880.74
2025-06-01,Kano,Product D,5729376,6165628.15,3993959.61,1735416.39
2025-06-01,Ibadan,Product A,8245146,9789107.74,6029448.28,2215697.72
2025-06-01,Ibadan,Product B,3409947,3977583.01,1799245.56,1610701.44
2025-06-01,Ibadan,Product C,3258076,3435185.13,1529150.64,1728925.36
2025-06-01,Ibadan,Product D,12837861,14618295.99,6273059.85,6564801.15
2025-07-01,Lagos,Product A,7562484,8125930.89,5540912.53,2021571.47
2025-07-01,Lagos,Product B,2849559,3087775.98,1772896.62,1076662.38
2025-07-01,Lagos,Product C,14153932,15979785.51,6494456.51,7659475.49
2025-07-01,Lagos,Product D,13462410,15284315.69,7487563.26,5974846.74
2025-07-01,Abuja,Product A,5139874,5679542.03,3000676.07,2139197.93
