Date,Branch,Product,Opening Stock,Units Sold,Closing Stock,Inventory Value
2025-01-01,Ibadan,Product C,4672,3246,1426,15992590
2025-01-01,Ibadan,Product D,3696,1741,1955,23358340
2025-02-01,Lagos,Product A,2724,947,1777,8911655
2025-02-01,Lagos,Product B,529,181,348,3956412
2025-02-01,Lagos,Product C,2284,136,2148,32119044
2025-02-01,Lagos,Product D,4700,3830,870,8920980
2025-02-01,Abuja,Product A,4801,2220,2581,17992151
2025-02-01,Abuja,Product B,2304,1313,991,13481564
2025-02-01,Abuja,Product C,2699,2361,338,1335438
2025-02-01,Abuja,Product D,1901,558,1343,3689221
2025-02-01,Port Harcourt,Product A,4870,2051,2819,19115639
2025-02-01,Port Harcourt,Product B,820,754,66,292182
2025-02-01,Port Harcourt,Product C,2775,644,2131,13702330
2025-02-01,Port Harcourt,Product D,922,757,165,1003035
2025-02-01,Kano,Product A,2220,575,1645,3326190
2025-02-01,Kano,Product B,3346,2691,655,7803670
2025-02-01,Kano,Product C,3523,1429,2094,7042122
2025-02-01,Kano,Product D,4999,2263,2736,37838880
2025-02-01,Ibadan,Product A,1594,936,658,7907844
2025-02-01,Ibadan,Product B,2915,1429,1486,4365868
2025-02-01,Ibadan,Product C,585,521,64,500736
2025-02-01,Ibadan,Product D,2296,1245,1051,5144645
2025-03-01,Lagos,Product A,2597,164,2433,26286132
2025-03-01,Lagos,Product B,1371,882,489,6216168
2025-03-01,Lagos,Product C,2608,2575,33,363825
2025-03-01,Lagos,Product D,2188,1911,277,1555078
2025-03-01,Abuja,Product A,3156,1200,1956,10446996
2025-03-01,Abuja,Product B,3739,737,3002,27942616
2025-03-01,Abuja,Product C,2398,1877,521,4188319
2025-03-01,Abuja,Product D,1715,1081,634,2241190
2025-03-01,Port Harcourt,Product A,4562,1586,2976,28349376
2025-03-01,Port Harcourt,Product B,2015,1770,245,1196825
2025-03-01,Port Harcourt,Product C,2047,1266,781,7838116
2025-03-01,Port Harcourt,Product D,1977,1426,551,3648171
2025-03-01,Kano,Product A,672,417,255,1190595
2025-03-01,Kano,Product B,1955,1774,181,1530898
2025-03-01,Kano,Product C,2038,242,1796,7814396
2025-03-01,Kano,Product D,1090,536,554,3333972
2025-03-01,Ibadan,Product A,4227,3397,830,3022860
2025-03-01,Ibadan,Product B,4815,1224,3591,49940037
2025-03-01,Ibadan,Product C,596,408,188,683004
2025-03-01,Ibadan,Product D,3595,1672,1923,4497897
2025-04-01,Lagos,Product A,1401,127,1274,18483192
2025-04-01,Lagos,Product B,858,235,623,3780364
2025-04-01,Lagos,Product C,1184,648,536,2324096
2025-04-01,Lagos,Product D,610,505,105,226065
2025-04-01,Abuja,Product A,1371,1210,161,2263660
2025-04-01,Abuja,Product B,3272,2997,275,932800
2025-04-01,Abuja,Product C,2157,670,1487,14678177
2025-04-01,Abuja,Product D,4139,3440,699,3265728
2025-04-01,Port Harcourt,Product A,3018,1458,1560,15359760
2025-04-01,Port Harcourt,Product B,1765,599,1166,3398890
2025-04-01,Port Harcourt,Product C,4952,2291,2661,32677080
2025-04-01,Port Harcourt,Product D,4953,1108,3845,9024215
2025-04-01,Kano,Product A,864,205,659,7198257
2025-04-01,Kano,Product B,2930,520,2410,25018210
2025-04-01,Kano,Product C,3902,680,3222,6505218
2025-04-01,Kano,Product D,2337,198,2139,12220107
2025-04-01,Ibadan,Product A,3999,1678,2321,10244894
2025-04-01,Ibadan,Product B,3394,2784,610,4086390
2025-04-01,Ibadan,Product C,2350,1675,675,8944425
2025-04-01,Ibadan,Product D,1420,1107,313,1495514
2025-05-01,Lagos,Product A,1402,559,843,3090438
2025-05-01,Lagos,Product B,2808,1563,1245,4045005
2025-05-01,Lagos,Product C,3233,584,2649,20942994
2025-05-01,Lagos,Product D,1194,188,1006,11975424
2025-05-01,Abuja,Product A,1737,464,1273,11485006
2025-05-01,Abuja,Product B,4845,2843,2002,23671648
2025-05-01,Abuja,Product C,1985,1491,494,4429698
2025-05-01,Abuja,Product D,1730,1466,264,3500112
2025-05-01,Port Harcourt,Product A,2970,2659,311,2084322
2025-05-01,Port Harcourt,Product B,3353,525,2828,18215148
2025-05-01,Port Harcourt,Product C,4589,3123,1466,9306168
2025-05-01,Port Harcourt,Product D,1125,104,1021,4528135
2025-05-01,Kano,Product A,1700,755,945,4177845
2025-05-01,Kano,Product B,3699,1929,1770,24457860
2025-05-01,Kano,Product C,4419,651,3768,14521872
2025-05-01,Kano,Product D,4001,3076,925,6069850
2025-05-01,Ibadan,Product A,1685,285,1400,10208800
2025-05-01,Ibadan,Product B,1544,472,1072,15624400
2025-05-01,Ibadan,Product C,3654,1544,2110,15257410
2025-05-01,Ibadan,Product D,4548,3572,976,9647760
2025-06-01,Lagos,Product A,3891,2564,1327,19905000
2025-06-01,Lagos,Product B,3231,666,2565,32611410
2025-06-01,Lagos,Product C,2514,1669,845,7485855
2025-06-01,Lagos,Product D,5000,4172,828,8963928
2025-06-01,Abuja,Product A,4872,4135,737,7903588
2025-06-01,Abuja,Product B,4892,1985,2907,24131007
2025-06-01,Abuja,Product C,1184,963,221,2349893
2025-06-01,Abuja,Product D,2296,457,1839,10763667
2025-06-01,Port Harcourt,Product A,3463,111,3352,17866160
2025-06-01,Port Harcourt,Product B,640,471,169,1884012
2025-06-01,Port Harcourt,Product C,4382,1194,3188,12127152
2025-06-01,Port Harcourt,Product D,988,457,531,4201272
2025-06-01,Kano,Product A,1641,703,938,8951334
2025-06-01,Kano,Product B,1680,1229,451,4012998
2025-06-01,Kano,Product C,2486,963,1523,8649117
2025-06-01,Kano,Product D,957,864,93,395901
2025-06-01,Ibadan,Product A,1460,393,1067,8732328
2025-06-01,Ibadan,Product B,715,534,181,1464109
2025-06-01,Ibadan,Product C,943,818,125,467000
2025-06-01,Ibadan,Product D,1104,588,516,6052680
2025-07-01,Lagos,Product A,1795,161,1634,7199404
2025-07-01,Lagos,Product B,3492,678,2814,9269316
2025-07-01,Lagos,Product C,2507,415,2092,4610768
2025-07-01,Lagos,Product D,3911,713,3198,46498920
2025-07-01,Abuja,Product A,1994,1062,932,13217624
2025-07-01,Abuja,Product B,1647,1632,15,159615
2025-07-01,Abuja,Product C,2953,2025,928,8112576
2025-07-01,Abuja,Product D,3263,1918,1345,19908690
2025-07-01,Port Harcourt,Product A,608,246,362,1383564
2025-07-01,Port Harcourt,Product B,1777,222,1555,19476375
2025-07-01,Port Harcourt,Product C,763,718,45,643770
2025-07-01,Port Harcourt,Product D,1921,1130,791,3659957
2025-07-01,Kano,Product A,589,302,287,2565780
2025-07-01,Kano,Product B,4221,2213,2008,22834976
2025-07-01,Kano,Product C,4611,2607,2004,27298488
2025-07-01,Kano,Product D,2362,1835,527,2407863
2025-07-01,Ibadan,Product A,2726,476,2250,23724000
2025-07-01,Ibadan,Product B,3592,612,2980,42241500
2025-07-01,Ibadan,Product C,2235,1740,495,6010290
2025-07-01,Ibadan,Product D,958,324,634,5342718
2025-08-01,Lagos,Product A,2004,1784,220,3128840
2025-08-01,Lagos,Product B,1132,1059,73,716933
2025-08-01,Lagos,Product C,3065,2773,292,3654672
2025-08-01,Lagos,Product D,3818,3488,330,2716890
2025-08-01,Abuja,Product A,1850,211,1639,13252954
2025-08-01,Abuja,Product B,3975,897,3078,19766916
2025-08-01,Abuja,Product C,1388,313,1075,3519550
2025-08-01,Abuja,Product D,3471,2570,901,13297859
2025-08-01,Port Harcourt,Product A,3248,214,3034,17973416
2025-08-01,Port Harcourt,Product B,2811,766,2045,22235285
2025-08-01,Port Harcourt,Product C,1372,233,1139,6231469
2025-08-01,Port Harcourt,Product D,589,487,102,720528
2025-08-01,Kano,Product A,2037,1229,808,4286440
2025-08-01,Kano,Product B,765,346,419,2685790
2025-08-01,Kano,Product C,1196,191,1005,11292180
2025-08-01,Kano,Product D,4463,474,3989,11117343
2025-08-01,Ibadan,Product A,3077,481,2596,18317376
2025-08-01,Ibadan,Product B,569,282,287,4108405
2025-08-01,Ibadan,Product C,2813,1730,1083,11041185
2025-08-01,Ibadan,Product D,2096,744,1352,19357936
2025-09-01,Lagos,Product A,3700,3072,628,4917240
2025-09-01,Lagos,Product B,1561,1539,22,287188
2025-09-01,Lagos,Product C,1297,778,519,4500768
2025-09-01,Lagos,Product D,4625,927,3698,37819446
2025-09-01,Abuja,Product A,1730,148,1582,18382840
2025-09-01,Abuja,Product B,3630,2053,1577,18302662
2025-09-01,Abuja,Product C,806,397,409,1898169
2025-09-01,Abuja,Product D,1741,1497,244,2339228
2025-09-01,Port Harcourt,Product A,1145,291,854,11760434
2025-09-01,Port Harcourt,Product B,2397,983,1414,18615310
2025-09-01,Port Harcourt,Product C,1653,1571,82,380316
2025-09-01,Port Harcourt,Product D,4609,4329,280,3902920
2025-09-01,Kano,Product A,4786,2896,1890,17635590
2025-09-01,Kano,Product B,1574,794,780,5276700
2025-09-01,Kano,Product C,3451,2653,798,7229082
2025-09-01,Kano,Product D,827,799,28,233800
2025-09-01,Ibadan,Product A,2458,955,1503,18036000
2025-09-01,Ibadan,Product B,1114,1081,33,148368
2025-09-01,Ibadan,Product C,4575,897,3678,8253432
2025-09-01,Ibadan,Product D,1668,733,935,10251340
2025-10-01,Lagos,Product A,1214,1121,93,329313
2025-10-01,Lagos,Product B,4225,2669,1556,7437680
2025-10-01,Lagos,Product C,2921,761,2160,6730560
2025-10-01,Lagos,Product D,2794,2461,333,2648016
2025-10-01,Abuja,Product A,3394,465,2929,9270285
2025-10-01,Abuja,Product B,1967,1555,412,6034564
2025-10-01,Abuja,Product C,4274,2213,2061,20100933
2025-10-01,Abuja,Product D,2597,1910,687,8693298
2025-10-01,Port Harcourt,Product A,1650,353,1297,14679446
2025-10-01,Port Harcourt,Product B,4499,424,4075,32416625
2025-10-01,Port Harcourt,Product C,2848,1742,1106,9623306
2025-10-01,Port Harcourt,Product D,1556,1002,554,4436432
2025-10-01,Kano,Product A,4698,2669,2029,16479538
2025-10-01,Kano,Product B,1183,946,237,2438493
2025-10-01,Kano,Product C,4187,1176,3011,39691002
2025-10-01,Kano,Product D,849,735,114,1430586
2025-10-01,Ibadan,Product A,967,858,109,1629877
2025-10-01,Ibadan,Product B,2505,2397,108,230040
2025-10-01,Ibadan,Product C,1766,315,1451,9811662
2025-10-01,Ibadan,Product D,3578,748,2830,32095030
2025-11-01,Lagos,Product A,3770,3597,173,552735
2025-11-01,Lagos,Product B,2327,1690,637,6098001
2025-11-01,Lagos,Product C,1265,814,451,4344032
2025-11-01,Lagos,Product D,4337,3908,429,1624623
2025-11-01,Abuja,Product A,1203,469,734,10267926
2025-11-01,Abuja,Product B,1387,912,475,6928350
2025-11-01,Abuja,Product C,4048,917,3131,26857718
2025-11-01,Abuja,Product D,3192,364,2828,20355944
2025-11-01,Port Harcourt,Product A,3305,2575,730,7275910
2025-11-01,Port Harcourt,Product B,2241,2050,191,739743
2025-11-01,Port Harcourt,Product C,2780,1961,819,2151513
2025-11-01,Port Harcourt,Product D,4965,1375,3590,34819410
2025-11-01,Kano,Product A,1692,1411,281,1544657
2025-11-01,Kano,Product B,3122,2427,695,1746535
2025-11-01,Kano,Product C,3615,355,3260,25825720
2025-11-01,Kano,Product D,4023,2039,1984,10904064
2025-11-01,Ibadan,Product A,943,316,627,1489125
2025-11-01,Ibadan,Product B,3964,1205,2759,16909911
2025-11-01,Ibadan,Product C,1942,271,1671,7222062
2025-11-01,Ibadan,Product D,1067,380,687,5932932
2025-12-01,Lagos,Product A,1169,710,459,6273612
2025-12-01,Lagos,Product B,4198,3538,660,6994020
2025-12-01,Lagos,Product C,2253,1162,1091,5471365
2025-12-01,Lagos,Product D,940,194,746,6729666
2025-12-01,Abuja,Product A,3301,3185,116,796224
2025-12-01,Abuja,Product B,1847,506,1341,10355202
2025-12-01,Abuja,Product C,3933,2072,1861,18219190
2025-12-01,Abuja,Product D,4886,1416,3470,46546580
2025-12-01,Port Harcourt,Product A,4078,1552,2526,33727152
2025-12-01,Port Harcourt,Product B,3687,3471,216,466992
2025-12-01,Port Harcourt,Product C,2126,259,1867,25841147
2025-12-01,Port Harcourt,Product D,1684,763,921,11862480
2025-12-01,Kano,Product A,3092,158,2934,13100310
2025-12-01,Kano,Product B,4257,1308,2949,30026718
2025-12-01,Kano,Product C,3092,565,2527,37844352
2025-12-01,Kano,Product D,3829,1176,2653,27938743
2025-12-01,Ibadan,Product A,530,330,200,811800
2025-12-01,Ibadan,Product B,4180,2717,1463,16789388
2025-12-01,Ibadan,Product C,1298,174,1124,6273044
2025-12-01,Ibadan,Product D,2037,960,1077,14442570
