Date,Branch,Expense Category,Expense Amount
2024-03-01,Abuja,Fuel,3411794
2024-03-01,Abuja,Marketing,1404427
2024-03-01,Abuja,Repairs,2726956
2024-03-01,Abuja,Security,2583169
2024-03-01,Abuja,Travel,2691425
2024-03-01,Port Harcourt,Rent,1029178
2024-03-01,Port Harcourt,Utilities,1879824
2024-03-01,Port Harcourt,Fuel,3041712
2024-03-01,Port Harcourt,Marketing,1887621
2024-03-01,Port Harcourt,Repairs,1832165
2024-03-01,Port Harcourt,Security,2764903
2024-03-01,Port Harcourt,Travel,3040292
2024-03-01,Kano,Rent,3804211
2024-03-01,Kano,Utilities,626474
2024-03-01,Kano,Fuel,2467041
2024-03-01,Kano,Marketing,1355229
2024-03-01,Kano,Repairs,1878437
2024-03-01,Kano,Security,1234907
2024-03-01,Kano,Travel,2465820
2024-03-01,Ibadan,Rent,2002225
2024-03-01,Ibadan,Utilities,1780161
2024-03-01,Ibadan,Fuel,3727739
2024-03-01,Ibadan,Marketing,3939479
2024-03-01,Ibadan,Repairs,1747170
2024-03-01,Ibadan,Security,2342045
2024-03-01,Ibadan,Travel,3624646
2024-04-01,Lagos,Rent,2322116
2024-04-01,Lagos,Utilities,2834244
2024-04-01,Lagos,Fuel,327672
2024-04-01,Lagos,Marketing,2404856
2024-04-01,Lagos,Repairs,3999519
2024-04-01,Lagos,Security,882875
2024-04-01,Lagos,Travel,2145068
2024-04-01,Abuja,Rent,994601
2024-04-01,Abuja,Utilities,1264651
2024-04-01,Abuja,Fuel,623331
2024-04-01,Abuja,Marketing,2458142
2024-04-01,Abuja,Repairs,2998938
2024-04-01,Abuja,Security,1477800
2024-04-01,Abuja,Travel,1187167
2024-04-01,Port Harcourt,Rent,930153
2024-04-01,Port Harcourt,Utilities,1083939
2024-04-01,Port Harcourt,Fuel,960004
2024-04-01,Port Harcourt,Marketing,1819273
2024-04-01,Port Harcourt,Repairs,2825056
2024-04-01,Port Harcourt,Security,3308585
2024-04-01,Port Harcourt,Travel,3726557
2024-04-01,Kano,Rent,796312
2024-04-01,Kano,Utilities,3072894
2024-04-01,Kano,Fuel,1266142
2024-04-01,Kano,Marketing,2039015
2024-04-01,Kano,Repairs,3702304
2024-04-01,Kano,Security,1685063
2024-04-01,Kano,Travel,3320971
2024-04-01,Ibadan,Rent,775376
2024-04-01,Ibadan,Utilities,2319627
2024-04-01,Ibadan,Fuel,3132117
2024-04-01,Ibadan,Marketing,2308294
2024-04-01,Ibadan,Repairs,2309160
2024-04-01,Ibadan,Security,1183756
2024-04-01,Ibadan,Travel,2777956
2024-05-01,Lagos,Rent,976315
2024-05-01,Lagos,Utilities,3014801
2024-05-01,Lagos,Fuel,3795386
2024-05-01,Lagos,Marketing,2023436
2024-05-01,Lagos,Repairs,394145
2024-05-01,Lagos,Security,1322027
2024-05-01,Lagos,Travel,480960
2024-05-01,Abuja,Rent,836389
2024-05-01,Abuja,Utilities,2705376
2024-05-01,Abuja,Fuel,2784486
2024-05-01,Abuja,Marketing,975824
2024-05-01,Abuja,Repairs,865073
2024-05-01,Abuja,Security,2940483
2024-05-01,Abuja,Travel,2450179
2024-05-01,Port Harcourt,Rent,464378
2024-05-01,Port Harcourt,Utilities,2700271
2024-05-01,Port Harcourt,Fuel,915996
2024-05-01,Port Harcourt,Marketing,534511
2024-05-01,Port Harcourt,Repairs,997686
2024-05-01,Port Harcourt,Security,1383219
2024-05-01,Port Harcourt,Travel,1055132
2024-05-01,Kano,Rent,2466948
2024-05-01,Kano,Utilities,2000607
2024-05-01,Kano,Fuel,2813887
2024-05-01,Kano,Marketing,2663929
2024-05-01,Kano,Repairs,2974383
2024-05-01,Kano,Security,378098
2024-05-01,Kano,Travel,3984733
2024-05-01,Ibadan,Rent,3318000
2024-05-01,Ibadan,Utilities,3353345
2024-05-01,Ibadan,Fuel,3075559
2024-05-01,Ibadan,Marketing,3744795
2024-05-01,Ibadan,Repairs,1488894
2024-05-01,Ibadan,Security,659655
2024-05-01,Ibadan,Travel,1208458
2024-06-01,Lagos,Rent,2184095
2024-06-01,Lagos,Utilities,2843953
2024-06-01,Lagos,Fuel,2277251
2024-06-01,Lagos,Marketing,3937729
2024-06-01,Lagos,Repairs,2320263
2024-06-01,Lagos,Security,1015408
2024-06-01,Lagos,Travel,1220078
2024-06-01,Abuja,Rent,3782797
2024-06-01,Abuja,Utilities,2022881
2024-06-01,Abuja,Fuel,2820100
2024-06-01,Abuja,Marketing,898578
2024-06-01,Abuja,Repairs,3632861
2024-06-01,Abuja,Security,2743795
2024-06-01,Abuja,Travel,3741230
2024-06-01,Port Harcourt,Rent,3519086
2024-06-01,Port Harcourt,Utilities,1062877
2024-06-01,Port Harcourt,Fuel,2913939
2024-06-01,Port Harcourt,Marketing,3066767
2024-06-01,Port Harcourt,Repairs,2442471
2024-06-01,Port Harcourt,Security,1409480
2024-06-01,Port Harcourt,Travel,1003475
2024-06-01,Kano,Rent,3337459
2024-06-01,Kano,Utilities,3175577
2024-06-01,Kano,Fuel,1737267
2024-06-01,Kano,Marketing,2201991
2024-06-01,Kano,Repairs,2802042
2024-06-01,Kano,Security,2777139
2024-06-01,Kano,Travel,588748
2024-06-01,Ibadan,Rent,1263908
2024-06-01,Ibadan,Utilities,1886333
2024-06-01,Ibadan,Fuel,1916744
2024-06-01,Ibadan,Marketing,854542
2024-06-01,Ibadan,Repairs,755376
2024-06-01,Ibadan,Security,369468
2024-06-01,Ibadan,Travel,1148711
2024-07-01,Lagos,Rent,2492410
2024-07-01,Lagos,Utilities,3905388
2024-07-01,Lagos,Fuel,2415437
2024-07-01,Lagos,Marketing,3170446
2024-07-01,Lagos,Repairs,2060747
2024-07-01,Lagos,Security,3766651
2024-07-01,Lagos,Travel,927305
2024-07-01,Abuja,Rent,2839697
2024-07-01,Abuja,Utilities,703905
2024-07-01,Abuja,Fuel,1044162
2024-07-01,Abuja,Marketing,2295940
2024-07-01,Abuja,Repairs,2878440
2024-07-01,Abuja,Security,2815801
2024-07-01,Abuja,Travel,463731
2024-07-01,Port Harcourt,Rent,3981561
2024-07-01,Port Harcourt,Utilities,3587781
2024-07-01,Port Harcourt,Fuel,2528978
2024-07-01,Port Harcourt,Marketing,2411115
2024-07-01,Port Harcourt,Repairs,3455723
2024-07-01,Port Harcourt,Security,792899
2024-07-01,Port Harcourt,Travel,690867
2024-07-01,Kano,Rent,2322665
2024-07-01,Kano,Utilities,3065693
2024-07-01,Kano,Fuel,846638
2024-07-01,Kano,Marketing,2831156
2024-07-01,Kano,Repairs,2561929
2024-07-01,Kano,Security,3770877
2024-07-01,Kano,Travel,305034
2024-07-01,Ibadan,Rent,3550042
2024-07-01,Ibadan,Utilities,3146084
2024-07-01,Ibadan,Fuel,3023075
2024-07-01,Ibadan,Marketing,2109828
2024-07-01,Ibadan,Repairs,2489612
2024-07-01,Ibadan,Security,2064476
2024-07-01,Ibadan,Travel,1853475
2024-08-01,Lagos,Rent,3969279
2024-08-01,Lagos,Utilities,482193
2024-08-01,Lagos,Fuel,3226126
2024-08-01,Lagos,Marketing,2522211
2024-08-01,Lagos,Repairs,2099172
2024-08-01,Lagos,Security,1262535
2024-08-01,Lagos,Travel,3665090
2024-08-01,Abuja,Rent,2322172
2024-08-01,Abuja,Utilities,3611636
2024-08-01,Abuja,Fuel,3524042
2024-08-01,Abuja,Marketing,1899021
2024-08-01,Abuja,Repairs,1770178
2024-08-01,Abuja,Security,2770646
2024-08-01,Abuja,Travel,3674825
2024-08-01,Port Harcourt,Rent,3409631
2024-08-01,Port Harcourt,Utilities,3494127
2024-08-01,Port Harcourt,Fuel,3811431
2024-08-01,Port Harcourt,Marketing,3222203
2024-08-01,Port Harcourt,Repairs,2716425
2024-08-01,Port Harcourt,Security,709854
2024-08-01,Port Harcourt,Travel,2084631
2024-08-01,Kano,Rent,861546
2024-08-01,Kano,Utilities,1367525
2024-08-01,Kano,Fuel,2301275
2024-08-01,Kano,Marketing,3512245
2024-08-01,Kano,Repairs,1275229
2024-08-01,Kano,Security,3903130
2024-08-01,Kano,Travel,651556
2024-08-01,Ibadan,Rent,1488106
2024-08-01,Ibadan,Utilities,2809419
2024-08-01,Ibadan,Fuel,3977424
2024-08-01,Ibadan,Marketing,2580573
2024-08-01,Ibadan,Repairs,2013988
2024-08-01,Ibadan,Security,1381312
2024-08-01,Ibadan,Travel,1092811
2024-09-01,Lagos,Rent,322940
2024-09-01,Lagos,Utilities,3274385
2024-09-01,Lagos,Fuel,3419076
2024-09-01,Lagos,Marketing,3611077
2024-09-01,Lagos,Repairs,329838
2024-09-01,Lagos,Security,2724253
2024-09-01,Lagos,Travel,2491694
2024-09-01,Abuja,Rent,794208
2024-09-01,Abuja,Utilities,2480039
2024-09-01,Abuja,Fuel,330174
2024-09-01,Abuja,Marketing,1872989
2024-09-01,Abuja,Repairs,3045365
2024-09-01,Abuja,Security,1161588
2024-09-01,Abuja,Travel,3184702
2024-09-01,Port Harcourt,Rent,3673424
2024-09-01,Port Harcourt,Utilities,1624987
2024-09-01,Port Harcourt,Fuel,2014820
2024-09-01,Port Harcourt,Marketing,1819469
2024-09-01,Port Harcourt,Repairs,747042
2024-09-01,Port Harcourt,Security,949188
2024-09-01,Port Harcourt,Travel,2087073
2024-09-01,Kano,Rent,3032907
2024-09-01,Kano,Utilities,2755220
2024-09-01,Kano,Fuel,1363812
2024-09-01,Kano,Marketing,1395983
2024-09-01,Kano,Repairs,3886033
2024-09-01,Kano,Security,2548586
2024-09-01,Kano,Travel,2076545
2024-09-01,Ibadan,Rent,2668398
2024-09-01,Ibadan,Utilities,1833622
2024-09-01,Ibadan,Fuel,2866413
2024-09-01,Ibadan,Marketing,1455784
2024-09-01,Ibadan,Repairs,3154667
2024-09-01,Ibadan,Security,1967043
2024-09-01,Ibadan,Travel,3466581
2024-10-01,Lagos,Rent,1154353
2024-10-01,Lagos,Utilities,2033204
2024-10-01,Lagos,Fuel,2615695
2024-10-01,Lagos,Marketing,3587446
2024-10-01,Lagos,Repairs,2638587
2024-10-01,Lagos,Security,2323616
2024-10-01,Lagos,Travel,1049604
2024-10-01,Abuja,Rent,1852785
2024-10-01,Abuja,Utilities,2645009
2024-10-01,Abuja,Fuel,2627466
2024-10-01,Abuja,Marketing,2329037
2024-10-01,Abuja,Repairs,1364420
2024-10-01,Abuja,Security,1586196
2024-10-01,Abuja,Travel,2722844
2024-10-01,Port Harcourt,Rent,1744335
2024-10-01,Port Harcourt,Utilities,3547207
2024-10-01,Port Harcourt,Fuel,3259058
2024-10-01,Port Harcourt,Marketing,1969877
2024-10-01,Port Harcourt,Repairs,3386095
2024-10-01,Port Harcourt,Security,879101
2024-10-01,Port Harcourt,Travel,3886125
2024-10-01,Kano,Rent,3923167
2024-10-01,Kano,Utilities,3065232
2024-10-01,Kano,Fuel,799481
2024-10-01,Kano,Marketing,3436560
2024-10-01,Kano,Repairs,1263730
2024-10-01,Kano,Security,2173154
2024-10-01,Kano,Travel,3584598
2024-10-01,Ibadan,Rent,3233124
2024-10-01,Ibadan,Utilities,978617
2024-10-01,Ibadan,Fuel,720599
2024-10-01,Ibadan,Marketing,1199502
2024-10-01,Ibadan,Repairs,2432147
2024-10-01,Ibadan,Security,1980074
2024-10-01,Ibadan,Travel,3597063
2024-11-01,Lagos,Rent,1719511
2024-11-01,Lagos,Utilities,3659024
2024-11-01,Lagos,Fuel,2609284
2024-11-01,Lagos,Marketing,2875409
2024-11-01,Lagos,Repairs,3223670
2024-11-01,Lagos,Security,3171271
2024-11-01,Lagos,Travel,3264491
2024-11-01,Abuja,Rent,518325
2024-11-01,Abuja,Utilities,974184
2024-11-01,Abuja,Fuel,1932019
2024-11-01,Abuja,Marketing,2967059
2024-11-01,Abuja,Repairs,322190
2024-11-01,Abuja,Security,3673769
2024-11-01,Abuja,Travel,682053
2024-11-01,Port Harcourt,Rent,3752983
2024-11-01,Port Harcourt,Utilities,909551
2024-11-01,Port Harcourt,Fuel,2278321
2024-11-01,Port Harcourt,Marketing,2817611
2024-11-01,Port Harcourt,Repairs,2126105
2024-11-01,Port Harcourt,Security,669688
2024-11-01,Port Harcourt,Travel,568772
2024-11-01,Kano,Rent,1403487
2024-11-01,Kano,Utilities,1230171
2024-11-01,Kano,Fuel,1855395
2024-11-01,Kano,Marketing,635710
2024-11-01,Kano,Repairs,2854452
2024-11-01,Kano,Security,458357
2024-11-01,Kano,Travel,3338751
2024-11-01,Ibadan,Rent,1911980
2024-11-01,Ibadan,Utilities,1980426
2024-11-01,Ibadan,Fuel,2875158
2024-11-01,Ibadan,Marketing,3052198
2024-11-01,Ibadan,Repairs,2485255
2024-11-01,Ibadan,Security,1501539
2024-11-01,Ibadan,Travel,3284691
2024-12-01,Lagos,Rent,2805981
2024-12-01,Lagos,Utilities,541017
2024-12-01,Lagos,Fuel,3544749
2024-12-01,Lagos,Marketing,3740288
2024-12-01,Lagos,Repairs,1035140
2024-12-01,Lagos,Security,2985576
2024-12-01,Lagos,Travel,2373531
2024-12-01,Abuja,Rent,2141182
2024-12-01,Abuja,Utilities,344922
2024-12-01,Abuja,Fuel,1146021
2024-12-01,Abuja,Marketing,3867539
2024-12-01,Abuja,Repairs,3055172
2024-12-01,Abuja,Security,3671842
2024-12-01,Abuja,Travel,2473292
2024-12-01,Port Harcourt,Rent,1499598
2024-12-01,Port Harcourt,Utilities,1116826
2024-12-01,Port Harcourt,Fuel,440967
2024-12-01,Port Harcourt,Marketing,3588164
2024-12-01,Port Harcourt,Repairs,2814547
2024-12-01,Port Harcourt,Security,2441392
2024-12-01,Port Harcourt,Travel,2463479
2024-12-01,Kano,Rent,3229510
2024-12-01,Kano,Utilities,1271698
2024-12-01,Kano,Fuel,2880293
2024-12-01,Kano,Marketing,1010862
2024-12-01,Kano,Repairs,3127063
2024-12-01,Kano,Security,451251
2024-12-01,Kano,Travel,1808858
2024-12-01,Ibadan,Rent,1303515
2024-12-01,Ibadan,Utilities,3047349
2024-12-01,Ibadan,Fuel,301204
2024-12-01,Ibadan,Marketing,960371
2024-12-01,Ibadan,Repairs,664245
2024-12-01,Ibadan,Security,1457363
2024-12-01,Ibadan,Travel,3570185
2025-01-01,Lagos,Rent,1975346
2025-01-01,Lagos,Utilities,1781124
2025-01-01,Lagos,Fuel,3108766
2025-01-01,Lagos,Marketing,1957350
2025-01-01,Lagos,Repairs,2000584
2025-01-01,Lagos,Security,2758198
2025-01-01,Lagos,Travel,1140162
2025-01-01,Abuja,Rent,2471570
2025-01-01,Abuja,Utilities,364451
2025-01-01,Abuja,Fuel,3390889
2025-01-01,Abuja,Marketing,3251204
2025-01-01,Abuja,Repairs,587801
2025-01-01,Abuja,Security,678183
2025-01-01,Abuja,Travel,2605158
2025-01-01,Port Harcourt,Rent,1493253
2025-01-01,Port Harcourt,Utilities,3345646
2025-01-01,Port Harcourt,Fuel,3780285
2025-01-01,Port Harcourt,Marketing,2645093
2025-01-01,Port Harcourt,Repairs,2744995
2025-01-01,Port Harcourt,Security,1760017
2025-01-01,Port Harcourt,Travel,1757416
2025-01-01,Kano,Rent,3720517
2025-01-01,Kano,Utilities,1459757
2025-01-01,Kano,Fuel,1249152
2025-01-01,Kano,Marketing,2843272
2025-01-01,Kano,Repairs,1115897
2025-01-01,Kano,Security,2207397
2025-01-01,Kano,Travel,1994316
2025-01-01,Ibadan,Rent,2711333
2025-01-01,Ibadan,Utilities,319509
2025-01-01,Ibadan,Fuel,1395164
2025-01-01,Ibadan,Marketing,1034149
2025-01-01,Ibadan,Repairs,2007646
2025-01-01,Ibadan,Security,2423316
2025-01-01,Ibadan,Travel,746546
2025-02-01,Lagos,Rent,2643067
2025-02-01,Lagos,Utilities,603608
2025-02-01,Lagos,Fuel,2410444
2025-02-01,Lagos,Marketing,1534181
2025-02-01,Lagos,Repairs,1725920
2025-02-01,Lagos,Security,790771
2025-02-01,Lagos,Travel,3667783
2025-02-01,Abuja,Rent,2452880
2025-02-01,Abuja,Utilities,1380844
2025-02-01,Abuja,Fuel,3974684
2025-02-01,Abuja,Marketing,2556130
2025-02-01,Abuja,Repairs,3710587
2025-02-01,Abuja,Security,3627715
2025-02-01,Abuja,Travel,2711279
2025-02-01,Port Harcourt,Rent,1349169
2025-02-01,Port Harcourt,Utilities,3211651
2025-02-01,Port Harcourt,Fuel,2157106
2025-02-01,Port Harcourt,Marketing,1881589
2025-02-01,Port Harcourt,Repairs,2662100
2025-02-01,Port Harcourt,Security,2328490
2025-02-01,Port Harcourt,Travel,3529476
2025-02-01,Kano,Rent,1320361
2025-02-01,Kano,Utilities,3477073
2025-02-01,Kano,Fuel,1724640
2025-02-01,Kano,Marketing,3553097
2025-02-01,Kano,Repairs,2224549
2025-02-01,Kano,Security,3158815
2025-02-01,Kano,Travel,2232401
2025-02-01,Ibadan,Rent,2761328
2025-02-01,Ibadan,Utilities,3915587
2025-02-01,Ibadan,Fuel,414717
2025-02-01,Ibadan,Marketing,2321529
2025-02-01,Ibadan,Repairs,787664
2025-02-01,Ibadan,Security,1381374
2025-02-01,Ibadan,Travel,583343
2025-03-01,Lagos,Rent,1905047
2025-03-01,Lagos,Utilities,2957770
2025-03-01,Lagos,Fuel,3607863
2025-03-01,Lagos,Marketing,1224350
2025-03-01,Lagos,Repairs,3139178
2025-03-01,Lagos,Security,3240945
2025-03-01,Lagos,Travel,1264396
2025-03-01,Abuja,Rent,3656120
2025-03-01,Abuja,Utilities,1624270
2025-03-01,Abuja,Fuel,2029839
2025-03-01,Abuja,Marketing,1780993
2025-03-01,Abuja,Repairs,2466375
2025-03-01,Abuja,Security,2546686
2025-03-01,Abuja,Travel,340782
2025-03-01,Port Harcourt,Rent,3239446
2025-03-01,Port Harcourt,Utilities,3790403
2025-03-01,Port Harcourt,Fuel,1404568
2025-03-01,Port Harcourt,Marketing,1341267
2025-03-01,Port Harcourt,Repairs,1504979
2025-03-01,Port Harcourt,Security,690109
2025-03-01,Port Harcourt,Travel,1973236
2025-03-01,Kano,Rent,3125693
2025-03-01,Kano,Utilities,3440645
2025-03-01,Kano,Fuel,3743836
2025-03-01,Kano,Marketing,1734422
2025-03-01,Kano,Repairs,618887
2025-03-01,Kano,Security,2625957
2025-03-01,Kano,Travel,1048623
2025-03-01,Ibadan,Rent,2298818
2025-03-01,Ibadan,Utilities,1616477
2025-03-01,Ibadan,Fuel,1782845
2025-03-01,Ibadan,Marketing,1216732
2025-03-01,Ibadan,Repairs,2706325
2025-03-01,Ibadan,Security,1428585
2025-03-01,Ibadan,Travel,1066653
2025-04-01,Lagos,Rent,3429606
2025-04-01,Lagos,Utilities,3165159
2025-04-01,Lagos,Fuel,1097620
2025-04-01,Lagos,Marketing,2392954
2025-04-01,Lagos,Repairs,3391672
2025-04-01,Lagos,Security,1137462
2025-04-01,Lagos,Travel,1285079
2025-04-01,Abuja,Rent,3384613
2025-04-01,Abuja,Utilities,1315258
2025-04-01,Abuja,Fuel,3960547
2025-04-01,Abuja,Marketing,1413190
2025-04-01,Abuja,Repairs,1167292
2025-04-01,Abuja,Security,1261366
2025-04-01,Abuja,Travel,1150464
2025-04-01,Port Harcourt,Rent,3801994
2025-04-01,Port Harcourt,Utilities,1347298
2025-04-01,Port Harcourt,Fuel,3807842
2025-04-01,Port Harcourt,Marketing,2894583
2025-04-01,Port Harcourt,Repairs,1793287
2025-04-01,Port Harcourt,Security,954292
2025-04-01,Port Harcourt,Travel,3567104
2025-04-01,Kano,Rent,747487
2025-04-01,Kano,Utilities,802806
2025-04-01,Kano,Fuel,629200
2025-04-01,Kano,Marketing,3134561
2025-04-01,Kano,Repairs,3082602
2025-04-01,Kano,Security,2366386
2025-04-01,Kano,Travel,2874576
2025-04-01,Ibadan,Rent,327781
2025-04-01,Ibadan,Utilities,3505472
2025-04-01,Ibadan,Fuel,3894893
2025-04-01,Ibadan,Marketing,2571106
2025-04-01,Ibadan,Repairs,477264
2025-04-01,Ibadan,Security,3856814
2025-04-01,Ibadan,Travel,2322879
2025-05-01,Lagos,Rent,1856911
2025-05-01,Lagos,Utilities,2903268
2025-05-01,Lagos,Fuel,1622954
2025-05-01,Lagos,Marketing,2365025
2025-05-01,Lagos,Repairs,3995128
2025-05-01,Lagos,Security,2709708
2025-05-01,Lagos,Travel,3943880
2025-05-01,Abuja,Rent,1452313
2025-05-01,Abuja,Utilities,2358586
2025-05-01,Abuja,Fuel,1067020
2025-05-01,Abuja,Marketing,3505548
2025-05-01,Abuja,Repairs,2443849
2025-05-01,Abuja,Security,1475523
2025-05-01,Abuja,Travel,1968827
2025-05-01,Port Harcourt,Rent,1231524
2025-05-01,Port Harcourt,Utilities,3446438
2025-05-01,Port Harcourt,Fuel,2718709
2025-05-01,Port Harcourt,Marketing,837902
2025-05-01,Port Harcourt,Repairs,527113
2025-05-01,Port Harcourt,Security,2505094
2025-05-01,Port Harcourt,Travel,3652381
2025-05-01,Kano,Rent,2074928
2025-05-01,Kano,Utilities,2306219
2025-05-01,Kano,Fuel,2568145
2025-05-01,Kano,Marketing,436577
2025-05-01,Kano,Repairs,2407533
2025-05-01,Kano,Security,1756635
2025-05-01,Kano,Travel,1951368
2025-05-01,Ibadan,Rent,3908779
2025-05-01,Ibadan,Utilities,3178712
2025-05-01,Ibadan,Fuel,3554377
2025-05-01,Ibadan,Marketing,1033165
2025-05-01,Ibadan,Repairs,2217619
2025-05-01,Ibadan,Security,804860
2025-05-01,Ibadan,Travel,3228649
2025-06-01,Lagos,Rent,2473509
2025-06-01,Lagos,Utilities,2229675
2025-06-01,Lagos,Fuel,1623937
2025-06-01,Lagos,Marketing,3190758
2025-06-01,Lagos,Repairs,335310
2025-06-01,Lagos,Security,349576
2025-06-01,Lagos,Travel,3127393
2025-06-01,Abuja,Rent,1183959
2025-06-01,Abuja,Utilities,1891436
2025-06-01,Abuja,Fuel,2736925
2025-06-01,Abuja,Marketing,722567
2025-06-01,Abuja,Repairs,1664978
2025-06-01,Abuja,Security,1816670
2025-06-01,Abuja,Travel,2870177
2025-06-01,Port Harcourt,Rent,3914827
2025-06-01,Port Harcourt,Utilities,1389263
2025-06-01,Port Harcourt,Fuel,1084974
2025-06-01,Port Harcourt,Marketing,2600841
2025-06-01,Port Harcourt,Repairs,1402468
2025-06-01,Port Harcourt,Security,1294633
2025-06-01,Port Harcourt,Travel,1429980
2025-06-01,Kano,Rent,2276965
2025-06-01,Kano,Utilities,2871460
2025-06-01,Kano,Fuel,1739050
2025-06-01,Kano,Marketing,1834797
2025-06-01,Kano,Repairs,1071389
2025-06-01,Kano,Security,2391993
2025-06-01,Kano,Travel,2078145
2025-06-01,Ibadan,Rent,1183037
2025-06-01,Ibadan,Utilities,2057803
2025-06-01,Ibadan,Fuel,3239001
2025-06-01,Ibadan,Marketing,3454937
2025-06-01,Ibadan,Repairs,1861579
2025-06-01,Ibadan,Security,1831248
2025-06-01,Ibadan,Travel,3883303
2025-07-01,Lagos,Rent,1980207
2025-07-01,Lagos,Utilities,1472851
2025-07-01,Lagos,Fuel,2190494
2025-07-01,Lagos,Marketing,1054510
2025-07-01,Lagos,Repairs,2696666
2025-07-01,Lagos,Security,850037
2025-07-01,Lagos,Travel,2715469
2025-07-01,Abuja,Rent,3177342
2025-07-01,Abuja,Utilities,1258678
2025-07-01,Abuja,Fuel,3714963
2025-07-01,Abuja,Marketing,718884
2025-07-01,Abuja,Repairs,3323319
2025-07-01,Abuja,Security,1432248
2025-07-01,Abuja,Travel,3672587
2025-07-01,Port Harcourt,Rent,1289038
2025-07-01,Port Harcourt,Utilities,2629264
2025-07-01,Port Harcourt,Fuel,2112856
2025-07-01,Port Harcourt,Marketing,3891619
2025-07-01,Port Harcourt,Repairs,1897540
2025-07-01,Port Harcourt,Security,1122348
2025-07-01,Port Harcourt,Travel,911712
2025-07-01,Kano,Rent,3655600
2025-07-01,Kano,Utilities,3397669
2025-07-01,Kano,Fuel,927250
2025-07-01,Kano,Marketing,2283851
2025-07-01,Kano,Repairs,3679218
2025-07-01,Kano,Security,340862
2025-07-01,Kano,Travel,1040744
2025-07-01,Ibadan,Rent,2067985
2025-07-01,Ibadan,Utilities,2395465
2025-07-01,Ibadan,Fuel,864015
2025-07-01,Ibadan,Marketing,3862599
2025-07-01,Ibadan,Repairs,2945146
2025-07-01,Ibadan,Security,2468484
2025-07-01,Ibadan,Travel,2539685
2025-08-01,Lagos,Rent,3322249
2025-08-01,Lagos,Utilities,1624256
2025-08-01,Lagos,Fuel,3593925
2025-08-01,Lagos,Marketing,2341033
2025-08-01,Lagos,Repairs,1558434
2025-08-01,Lagos,Security,1352661
2025-08-01,Lagos,Travel,2657779
2025-08-01,Abuja,Rent,3900818
2025-08-01,Abuja,Utilities,2681670
2025-08-01,Abuja,Fuel,500107
2025-08-01,Abuja,Marketing,1971018
2025-08-01,Abuja,Repairs,715130
2025-08-01,Abuja,Security,3196348
2025-08-01,Abuja,Travel,985105
2025-08-01,Port Harcourt,Rent,551810
2025-08-01,Port Harcourt,Utilities,1203735
2025-08-01,Port Harcourt,Fuel,3713400
2025-08-01,Port Harcourt,Marketing,1366568
2025-08-01,Port Harcourt,Repairs,2298751
2025-08-01,Port Harcourt,Security,3818902
2025-08-01,Port Harcourt,Travel,2941833
2025-08-01,Kano,Rent,703919
2025-08-01,Kano,Utilities,2186827
2025-08-01,Kano,Fuel,3423050
2025-08-01,Kano,Marketing,1703651
2025-08-01,Kano,Repairs,1389550
2025-08-01,Kano,Security,1813984
2025-08-01,Kano,Travel,1811235
2025-08-01,Ibadan,Rent,2650278
2025-08-01,Ibadan,Utilities,2638288
2025-08-01,Ibadan,Fuel,3697452
2025-08-01,Ibadan,Marketing,1380934
2025-08-01,Ibadan,Repairs,1743428
2025-08-01,Ibadan,Security,383195
2025-08-01,Ibadan,Travel,2027050
2025-09-01,Lagos,Rent,808506
2025-09-01,Lagos,Utilities,1772580
2025-09-01,Lagos,Fuel,3938007
2025-09-01,Lagos,Marketing,3150389
2025-09-01,Lagos,Repairs,2839969
2025-09-01,Lagos,Security,1134490
2025-09-01,Lagos,Travel,2719500
2025-09-01,Abuja,Rent,2715476
2025-09-01,Abuja,Utilities,3025733
2025-09-01,Abuja,Fuel,3022652
2025-09-01,Abuja,Marketing,2558373
2025-09-01,Abuja,Repairs,1032068
2025-09-01,Abuja,Security,3572853
2025-09-01,Abuja,Travel,1493735
2025-09-01,Port Harcourt,Rent,1789435
2025-09-01,Port Harcourt,Utilities,1663527
2025-09-01,Port Harcourt,Fuel,3123575
2025-09-01,Port Harcourt,Marketing,2440959
2025-09-01,Port Harcourt,Repairs,2344696
2025-09-01,Port Harcourt,Security,3549513
2025-09-01,Port Harcourt,Travel,3389214
2025-09-01,Kano,Rent,2174560
2025-09-01,Kano,Utilities,628864
2025-09-01,Kano,Fuel,1898327
2025-09-01,Kano,Marketing,2873892
2025-09-01,Kano,Repairs,1501766
2025-09-01,Kano,Security,2245117
2025-09-01,Kano,Travel,2949592
2025-09-01,Ibadan,Rent,907537
2025-09-01,Ibadan,Utilities,3941736
2025-09-01,Ibadan,Fuel,1002862
2025-09-01,Ibadan,Marketing,2986789
2025-09-01,Ibadan,Repairs,3687811
2025-09-01,Ibadan,Security,1715109
2025-09-01,Ibadan,Travel,2069226
2025-10-01,Lagos,Rent,2947752
2025-10-01,Lagos,Utilities,2868214
2025-10-01,Lagos,Fuel,2697621
2025-10-01,Lagos,Marketing,1997739
2025-10-01,Lagos,Repairs,3860547
2025-10-01,Lagos,Security,599238
2025-10-01,Lagos,Travel,631819
2025-10-01,Abuja,Rent,979475
2025-10-01,Abuja,Utilities,1741269
2025-10-01,Abuja,Fuel,1257215
2025-10-01,Abuja,Marketing,1614839
2025-10-01,Abuja,Repairs,1629083
2025-10-01,Abuja,Security,3038935
2025-10-01,Abuja,Travel,1522037
