Date,Branch,Department,Staff Count,Payroll Cost
2025-01-01,Ibadan,Logistics,23,4330233
2025-02-01,Lagos,Operations,15,5140800
2025-02-01,Lagos,Sales,54,9642996
2025-02-01,Lagos,Finance,14,1818026
2025-02-01,Lagos,Admin,59,22059451
2025-02-01,Lagos,Logistics,58,20073626
2025-02-01,Abuja,Operations,12,2675328
2025-02-01,Abuja,Sales,16,2195072
2025-02-01,Abuja,Finance,60,23352600
2025-02-01,Abuja,Admin,47,7100384
2025-02-01,Abuja,Logistics,40,7293960
2025-02-01,Port Harcourt,Operations,26,3709966
2025-02-01,Port Harcourt,Sales,14,3894086
2025-02-01,Port Harcourt,Finance,52,6520020
2025-02-01,Port Harcourt,Admin,58,9894510
2025-02-01,Port Harcourt,Logistics,60,11094180
2025-02-01,Kano,Operations,48,10929072
2025-02-01,Kano,Sales,47,10568890
2025-02-01,Kano,Finance,21,6390384
2025-02-01,Kano,Admin,11,1843534
2025-02-01,Kano,Logistics,19,5043056
2025-02-01,Ibadan,Operations,47,14211202
2025-02-01,Ibadan,Sales,32,6533696
2025-02-01,Ibadan,Finance,42,18537330
2025-02-01,Ibadan,Admin,25,9617925
2025-02-01,Ibadan,Logistics,46,7168088
2025-03-01,Lagos,Operations,16,6769728
2025-03-01,Lagos,Sales,58,7385198
2025-03-01,Lagos,Finance,43,10052067
2025-03-01,Lagos,Admin,55,12123430
2025-03-01,Lagos,Logistics,28,5881624
2025-03-01,Abuja,Operations,58,23293264
2025-03-01,Abuja,Sales,10,1717390
2025-03-01,Abuja,Finance,23,8839889
2025-03-01,Abuja,Admin,55,20288785
2025-03-01,Abuja,Logistics,33,14157165
2025-03-01,Port Harcourt,Operations,21,7360731
2025-03-01,Port Harcourt,Sales,53,9342204
2025-03-01,Port Harcourt,Finance,21,6426609
2025-03-01,Port Harcourt,Admin,34,11639764
2025-03-01,Port Harcourt,Logistics,23,8961145
2025-03-01,Kano,Operations,24,8008512
2025-03-01,Kano,Sales,17,4841141
2025-03-01,Kano,Finance,17,6192522
2025-03-01,Kano,Admin,17,6672262
2025-03-01,Kano,Logistics,18,6839100
2025-03-01,Ibadan,Operations,58,17945142
2025-03-01,Ibadan,Sales,55,14912535
2025-03-01,Ibadan,Finance,45,6358050
2025-03-01,Ibadan,Admin,15,4380390
2025-03-01,Ibadan,Logistics,41,7407511
2025-04-01,Lagos,Operations,34,9135596
2025-04-01,Lagos,Sales,39,16956303
2025-04-01,Lagos,Finance,57,16164117
2025-04-01,Lagos,Admin,53,18696280
2025-04-01,Lagos,Logistics,24,9849864
2025-04-01,Abuja,Operations,36,9804672
2025-04-01,Abuja,Sales,37,8102149
2025-04-01,Abuja,Finance,14,5171474
2025-04-01,Abuja,Admin,53,16570185
2025-04-01,Abuja,Logistics,21,2660763
2025-04-01,Port Harcourt,Operations,53,20021545
2025-04-01,Port Harcourt,Sales,53,9282420
2025-04-01,Port Harcourt,Finance,35,12238380
2025-04-01,Port Harcourt,Admin,43,7076381
2025-04-01,Port Harcourt,Logistics,17,3317805
2025-04-01,Kano,Operations,35,11551470
2025-04-01,Kano,Sales,54,23199588
2025-04-01,Kano,Finance,16,3335344
2025-04-01,Kano,Admin,14,4349632
2025-04-01,Kano,Logistics,22,6545880
2025-04-01,Ibadan,Operations,22,9502460
2025-04-01,Ibadan,Sales,35,6452670
2025-04-01,Ibadan,Finance,24,8224008
2025-04-01,Ibadan,Admin,56,21373912
2025-04-01,Ibadan,Logistics,27,11477484
2025-05-01,Lagos,Operations,47,12366452
2025-05-01,Lagos,Sales,58,19130604
2025-05-01,Lagos,Finance,32,11823040
2025-05-01,Lagos,Admin,52,22684064
2025-05-01,Lagos,Logistics,35,13091190
2025-05-01,Abuja,Operations,42,11181198
2025-05-01,Abuja,Sales,19,6808821
2025-05-01,Abuja,Finance,16,2944992
2025-05-01,Abuja,Admin,26,9790430
2025-05-01,Abuja,Logistics,41,9881697
2025-05-01,Port Harcourt,Operations,50,9528650
2025-05-01,Port Harcourt,Sales,11,1894420
2025-05-01,Port Harcourt,Finance,57,8419413
2025-05-01,Port Harcourt,Admin,14,5336324
2025-05-01,Port Harcourt,Logistics,53,7103272
2025-05-01,Kano,Operations,21,6732789
2025-05-01,Kano,Sales,48,13988112
2025-05-01,Kano,Finance,19,5295851
2025-05-01,Kano,Admin,49,21890897
2025-05-01,Kano,Logistics,16,2561872
2025-05-01,Ibadan,Operations,52,20415304
2025-05-01,Ibadan,Sales,59,22304832
2025-05-01,Ibadan,Finance,60,21859740
2025-05-01,Ibadan,Admin,22,6026042
2025-05-01,Ibadan,Logistics,52,19814184
2025-06-01,Lagos,Operations,41,15770937
2025-06-01,Lagos,Sales,26,10514218
2025-06-01,Lagos,Finance,31,12505152
2025-06-01,Lagos,Admin,44,5687616
2025-06-01,Lagos,Logistics,58,7920828
2025-06-01,Abuja,Operations,37,6751020
2025-06-01,Abuja,Sales,34,12103660
2025-06-01,Abuja,Finance,30,9519240
2025-06-01,Abuja,Admin,38,13717696
2025-06-01,Abuja,Logistics,12,1646724
2025-06-01,Port Harcourt,Operations,21,8648913
2025-06-01,Port Harcourt,Sales,52,14501864
2025-06-01,Port Harcourt,Finance,55,11333190
2025-06-01,Port Harcourt,Admin,41,14177800
2025-06-01,Port Harcourt,Logistics,18,5108724
2025-06-01,Kano,Operations,55,17819450
2025-06-01,Kano,Sales,41,7271227
2025-06-01,Kano,Finance,46,17350786
2025-06-01,Kano,Admin,52,21337784
2025-06-01,Kano,Logistics,53,21348188
2025-06-01,Ibadan,Operations,46,16850720
2025-06-01,Ibadan,Sales,40,16591320
2025-06-01,Ibadan,Finance,20,7712960
2025-06-01,Ibadan,Admin,13,4227574
2025-06-01,Ibadan,Logistics,26,9863360
2025-07-01,Lagos,Operations,47,14949478
2025-07-01,Lagos,Sales,49,14942501
2025-07-01,Lagos,Finance,59,15878493
2025-07-01,Lagos,Admin,30,4566090
2025-07-01,Lagos,Logistics,11,4725292
2025-07-01,Abuja,Operations,12,2246544
2025-07-01,Abuja,Sales,33,9996063
2025-07-01,Abuja,Finance,57,24291462
2025-07-01,Abuja,Admin,11,4925360
2025-07-01,Abuja,Logistics,31,9905430
2025-07-01,Port Harcourt,Operations,16,5511552
2025-07-01,Port Harcourt,Sales,32,9835584
2025-07-01,Port Harcourt,Finance,36,10949976
2025-07-01,Port Harcourt,Admin,13,3224598
2025-07-01,Port Harcourt,Logistics,25,6075225
2025-07-01,Kano,Operations,51,14465130
2025-07-01,Kano,Sales,47,7733051
2025-07-01,Kano,Finance,54,8334360
2025-07-01,Kano,Admin,29,5220435
2025-07-01,Kano,Logistics,31,6479403
2025-07-01,Ibadan,Operations,11,4425135
2025-07-01,Ibadan,Sales,30,4187880
2025-07-01,Ibadan,Finance,39,13318383
2025-07-01,Ibadan,Admin,46,17934572
2025-07-01,Ibadan,Logistics,36,9352260
2025-08-01,Lagos,Operations,11,4028838
2025-08-01,Lagos,Sales,47,6187926
2025-08-01,Lagos,Finance,30,9541290
2025-08-01,Lagos,Admin,46,14932980
2025-08-01,Lagos,Logistics,30,12605250
2025-08-01,Abuja,Operations,16,6016640
2025-08-01,Abuja,Sales,16,3647280
2025-08-01,Abuja,Finance,31,11793330
2025-08-01,Abuja,Admin,42,12516672
2025-08-01,Abuja,Logistics,20,8846920
2025-08-01,Port Harcourt,Operations,29,9004239
2025-08-01,Port Harcourt,Sales,37,8353823
2025-08-01,Port Harcourt,Finance,41,6539049
2025-08-01,Port Harcourt,Admin,44,10218516
2025-08-01,Port Harcourt,Logistics,28,7252476
2025-08-01,Kano,Operations,13,3586453
2025-08-01,Kano,Sales,46,15215788
2025-08-01,Kano,Finance,24,10738920
2025-08-01,Kano,Admin,57,9588084
2025-08-01,Kano,Logistics,55,23272645
2025-08-01,Ibadan,Operations,16,6884912
2025-08-01,Ibadan,Sales,31,8162951
2025-08-01,Ibadan,Finance,14,5837594
2025-08-01,Ibadan,Admin,43,15874611
2025-08-01,Ibadan,Logistics,37,8508631
2025-09-01,Lagos,Operations,32,5126144
2025-09-01,Lagos,Sales,51,14190954
2025-09-01,Lagos,Finance,42,11643996
2025-09-01,Lagos,Admin,37,14914256
2025-09-01,Lagos,Logistics,30,6746910
2025-09-01,Abuja,Operations,36,11913156
2025-09-01,Abuja,Sales,26,11639186
2025-09-01,Abuja,Finance,42,15020124
2025-09-01,Abuja,Admin,52,21168160
2025-09-01,Abuja,Logistics,21,2724813
2025-09-01,Port Harcourt,Operations,50,19532500
2025-09-01,Port Harcourt,Sales,21,8871072
2025-09-01,Port Harcourt,Finance,41,9497568
2025-09-01,Port Harcourt,Admin,52,18979844
2025-09-01,Port Harcourt,Logistics,27,10781046
2025-09-01,Kano,Operations,49,17022404
2025-09-01,Kano,Sales,46,20635646
2025-09-01,Kano,Finance,13,5119647
2025-09-01,Kano,Admin,22,6841648
2025-09-01,Kano,Logistics,39,7700940
2025-09-01,Ibadan,Operations,25,4972275
2025-09-01,Ibadan,Sales,57,15813510
2025-09-01,Ibadan,Finance,37,12398478
2025-09-01,Ibadan,Admin,30,4613340
2025-09-01,Ibadan,Logistics,50,11336150
2025-10-01,Lagos,Operations,36,9358200
2025-10-01,Lagos,Sales,28,5717376
2025-10-01,Lagos,Finance,26,11315668
2025-10-01,Lagos,Admin,25,8319750
2025-10-01,Lagos,Logistics,25,4488425
2025-10-01,Abuja,Operations,19,4191761
2025-10-01,Abuja,Sales,11,2736338
2025-10-01,Abuja,Finance,29,10537237
2025-10-01,Abuja,Admin,41,16953869
2025-10-01,Abuja,Logistics,37,12626583
2025-10-01,Port Harcourt,Operations,51,7109400
2025-10-01,Port Harcourt,Sales,22,4478078
2025-10-01,Port Harcourt,Finance,27,5171256
2025-10-01,Port Harcourt,Admin,11,2810214
2025-10-01,Port Harcourt,Logistics,60,15937920
2025-10-01,Kano,Operations,52,21253856
2025-10-01,Kano,Sales,21,2984961
2025-10-01,Kano,Finance,56,20984376
2025-10-01,Kano,Admin,60,7826220
2025-10-01,Kano,Logistics,13,2132039
2025-10-01,Ibadan,Operations,30,13062330
2025-10-01,Ibadan,Sales,29,4446715
2025-10-01,Ibadan,Finance,36,11179584
2025-10-01,Ibadan,Admin,52,8701992
2025-10-01,Ibadan,Logistics,35,6779290
2025-11-01,Lagos,Operations,25,4467100
2025-11-01,Lagos,Sales,46,17584604
2025-11-01,Lagos,Finance,17,6692152
2025-11-01,Lagos,Admin,52,22063964
2025-11-01,Lagos,Logistics,59,23327833
2025-11-01,Abuja,Operations,26,9887358
2025-11-01,Abuja,Sales,15,3672300
2025-11-01,Abuja,Finance,48,8837184
2025-11-01,Abuja,Admin,59,16774703
2025-11-01,Abuja,Logistics,31,13217005
2025-11-01,Port Harcourt,Operations,57,18493422
2025-11-01,Port Harcourt,Sales,57,13890843
2025-11-01,Port Harcourt,Finance,37,8669063
2025-11-01,Port Harcourt,Admin,19,3344019
2025-11-01,Port Harcourt,Logistics,21,4877334
2025-11-01,Kano,Operations,27,9461097
2025-11-01,Kano,Sales,36,9119844
2025-11-01,Kano,Finance,47,7018087
2025-11-01,Kano,Admin,41,16387331
2025-11-01,Kano,Logistics,33,5914392
2025-11-01,Ibadan,Operations,30,12183810
2025-11-01,Ibadan,Sales,37,13651520
2025-11-01,Ibadan,Finance,53,13205268
2025-11-01,Ibadan,Admin,27,5291325
2025-11-01,Ibadan,Logistics,33,12182049
2025-12-01,Lagos,Operations,55,17204055
2025-12-01,Lagos,Sales,29,3800392
2025-12-01,Lagos,Finance,51,22318671
2025-12-01,Lagos,Admin,12,1783968
2025-12-01,Lagos,Logistics,54,13265586
2025-12-01,Abuja,Operations,26,10654488
2025-12-01,Abuja,Sales,34,9592930
2025-12-01,Abuja,Finance,50,15512000
2025-12-01,Abuja,Admin,53,9751523
2025-12-01,Abuja,Logistics,44,10733008
2025-12-01,Port Harcourt,Operations,38,12299460
2025-12-01,Port Harcourt,Sales,10,3260320
2025-12-01,Port Harcourt,Finance,26,7221552
2025-12-01,Port Harcourt,Admin,15,3651735
2025-12-01,Port Harcourt,Logistics,29,6678787
2025-12-01,Kano,Operations,20,7001620
2025-12-01,Kano,Sales,50,14314750
2025-12-01,Kano,Finance,59,19647708
2025-12-01,Kano,Admin,60,8265780
2025-12-01,Kano,Logistics,27,4373784
2025-12-01,Ibadan,Operations,59,22289492
2025-12-01,Ibadan,Sales,40,13460400
2025-12-01,Ibadan,Finance,31,10584671
2025-12-01,Ibadan,Admin,16,3265056
2025-12-01,Ibadan,Logistics,54,13868442
