Date,Year,Month,MDA,LGA,Revenue Stream,Collection Channel,Collector,Amount,Revenue Target,Expected Amount,Remitted Amount,Variance
07/06/2023,2023,6,Ministry of Works and Housing,Kusada,Court Fines and Penalties,Bank Transfer,MDA Desk Officer,11841356.39,13444552.58,11249955.94,10125319.4,1124636.54
16/07/2023,2023,7,Ministry of Education,Katsina,PAYE Tax,Cash Office,MDA Desk Officer,2505900.44,2893872.25,2523855.74,2340204.97,183650.77
16/07/2023,2023,7,Ministry of Works and Housing,Katsina,Road Taxes,Cash Office,MDA Desk Officer,14012953.12,16777672.7,16773142.93,12832987.07,3940155.86
16/07/2023,2023,7,Ministry of Works and Housing,Katsina,Market Fees,Cash Office,Collection Agent South,6035250.32,7785729.06,7121971.76,5714315.53,1407656.23
16/07/2023,2023,7,Ministry of Works and Housing,Katsina,Land Use Charges,Online Portal,MDA Desk Officer,3794014.32,4481961.69,4104275.66,3701108.66,403167
16/07/2023,2023,7,Katsina State Internal Revenue Service,Katsina,Business Premises Levy,Collection Agent,Collection Agent South,19932893.64,21463021.15,17868503.83,17939791.65,-71287.82
16/07/2023,2023,7,Katsina Urban Planning Authority,Katsina,Motor Vehicle Registration,POS,MDA Desk Officer,5354113.4,6228060.34,5614317.55,4724809.11,889508.44
16/07/2023,2023,7,Ministry of Transport,Katsina,Development Levy,Collection Agent,IRS Team B,13804764.44,15666928.69,15416759.73,12417499.85,2999259.88
16/07/2023,2023,7,Ministry of Lands and Survey,Katsina,Tenement Rates,Collection Agent,IRS Team A,17333571.44,21158178.36,20574395.98,17135728.44,3438667.54
16/07/2023,2023,7,Ministry of Transport,Katsina,Licensing Fees,Collection Agent,IRS Team A,11636733.72,15246421.92,14427379.29,10652748.56,3774630.73
16/07/2023,2023,7,Ministry of Commerce and Industry,Katsina,Court Fines and Penalties,Online Portal,IRS Team A,11462567.84,13350042.98,11724393.25,11353718.42,370674.83
16/07/2023,2023,7,Ministry of Education,Daura,PAYE Tax,Cash Office,IRS Team B,3436116.04,4265648.12,4181084.08,3348067.62,833016.46
16/07/2023,2023,7,Ministry of Agriculture,Daura,Road Taxes,Collection Agent,Collection Agent North,6330672.16,6694608.37,5921267.83,5434208.25,487059.58
16/07/2023,2023,7,Ministry of Health,Daura,Market Fees,Collection Agent,MDA Desk Officer,2616132.92,3019012.58,2696635.38,2527824.1,168811.28
16/07/2023,2023,7,Ministry of Works and Housing,Daura,Land Use Charges,POS,Collection Agent South,5619037.68,7068625.28,6853832.84,5084699.18,1769133.66
16/07/2023,2023,7,Katsina Urban Planning Authority,Daura,Business Premises Levy,Online Portal,Collection Agent North,13248941.16,14319721.49,11615057.17,12179111.52,-564054.35
16/07/2023,2023,7,Ministry of Agriculture,Daura,Motor Vehicle Registration,Cash Office,Collection Agent South,15109520.84,16108886.01,14178606.51,14653043.2,-474436.69
16/07/2023,2023,7,Ministry of Education,Daura,Development Levy,Bank Transfer,IRS Team A,19269943.2,23189999.76,21623033.33,17578374.87,4044658.46
16/07/2023,2023,7,Ministry of Commerce and Industry,Daura,Tenement Rates,Cash Office,IRS Team B,14712907.56,15974659.66,15166039.39,14379049.24,786990.15
16/07/2023,2023,7,Ministry of Agriculture,Daura,Licensing Fees,Bank Transfer,MDA Desk Officer,13880435.88,16780967.22,16356292.94,12636935.46,3719357.48
16/07/2023,2023,7,State Water Board,Daura,Court Fines and Penalties,Collection Agent,IRS Team A,10865678.24,14373916.99,13071841.35,10801099.3,2270742.05
16/07/2023,2023,7,Ministry of Health,Funtua,PAYE Tax,Online Portal,Collection Agent North,18003269.6,20122834.47,19731802.99,16744228.13,2987574.86
16/07/2023,2023,7,Ministry of Works and Housing,Funtua,Road Taxes,Online Portal,Collection Agent North,15910214.32,17953886.07,14710548.25,13905648.37,804899.88
16/07/2023,2023,7,Katsina Urban Planning Authority,Funtua,Market Fees,Cash Office,MDA Desk Officer,8694449.4,9985399.78,9580834.13,7765409.74,1815424.39
16/07/2023,2023,7,Ministry of Commerce and Industry,Funtua,Land Use Charges,Cash Office,Collection Agent North,18654164.16,20118362.75,18788846.94,18371195.51,417651.43
16/07/2023,2023,7,State Water Board,Funtua,Business Premises Levy,Collection Agent,IRS Team A,14171078.52,19053214.11,15751598.13,13998914.7,1752683.43
16/07/2023,2023,7,Ministry of Lands and Survey,Funtua,Motor Vehicle Registration,Collection Agent,MDA Desk Officer,8543301.4,10804723.22,10469673.96,7289958.83,3179715.13
16/07/2023,2023,7,Ministry of Transport,Funtua,Development Levy,Online Portal,Collection Agent South,11585082.4,14127682.32,14091149.22,11525155.42,2565993.8
16/07/2023,2023,7,Ministry of Transport,Funtua,Tenement Rates,Online Portal,Collection Agent North,4787187.76,5516690.44,5392920.28,4083510.79,1309409.49
16/07/2023,2023,7,Ministry of Agriculture,Funtua,Licensing Fees,Online Portal,IRS Team B,9990332.96,10963707.43,10799226.24,8709877.13,2089349.11
16/07/2023,2023,7,Ministry of Works and Housing,Funtua,Court Fines and Penalties,Bank Transfer,IRS Team A,11945644.04,14168370.51,12288866.58,11575995.77,712870.81
16/07/2023,2023,7,State Water Board,Malumfashi,PAYE Tax,Online Portal,Collection Agent South,15647942.96,19419676.95,16748478.31,13729221.05,3019257.26
16/07/2023,2023,7,Ministry of Education,Malumfashi,Road Taxes,Online Portal,IRS Team B,14332240.8,15496228.36,14595865.17,13875968.62,719896.55
16/07/2023,2023,7,Katsina Urban Planning Authority,Malumfashi,Market Fees,POS,Collection Agent South,19351559.64,20611096.94,18638235.53,19085996.03,-447760.5
16/07/2023,2023,7,State Water Board,Malumfashi,Land Use Charges,Online Portal,IRS Team A,1810903.84,1921203.43,1547291.53,1742149.51,-194857.98
16/07/2023,2023,7,Ministry of Agriculture,Malumfashi,Business Premises Levy,Collection Agent,IRS Team B,5494251.84,7138273.36,6997756.91,5119982.31,1877774.6
16/07/2023,2023,7,Ministry of Health,Malumfashi,Motor Vehicle Registration,Online Portal,IRS Team A,14314417.4,17978910.15,16271277.35,13367409.85,2903867.5
16/07/2023,2023,7,Katsina State Internal Revenue Service,Malumfashi,Development Levy,Bank Transfer,Collection Agent South,3354256,3934020.79,3272862.03,3308471.15,-35609.12
16/07/2023,2023,7,Ministry of Lands and Survey,Malumfashi,Tenement Rates,Online Portal,Collection Agent North,5529090.12,6956117.78,5997237.71,5101566.04,895671.67
16/07/2023,2023,7,Ministry of Agriculture,Malumfashi,Licensing Fees,Bank Transfer,IRS Team A,6359238.32,6817254.31,6570250.05,6124427.43,445822.62
16/07/2023,2023,7,Ministry of Education,Malumfashi,Court Fines and Penalties,Online Portal,Collection Agent North,12791978.88,16504703.85,15150209.2,11858607.49,3291601.71
16/07/2023,2023,7,State Water Board,Dutsin-Ma,PAYE Tax,Cash Office,MDA Desk Officer,14667487.76,17190736.42,16341457.41,14268250.36,2073207.05
16/07/2023,2023,7,Ministry of Health,Dutsin-Ma,Road Taxes,Bank Transfer,IRS Team B,9290442.32,11007276.51,10152279.19,8274946.82,1877332.37
16/07/2023,2023,7,Ministry of Transport,Dutsin-Ma,Market Fees,Collection Agent,MDA Desk Officer,10952757.12,12195408.71,11371577.61,10085220.63,1286356.98
16/07/2023,2023,7,Ministry of Transport,Dutsin-Ma,Land Use Charges,Bank Transfer,IRS Team A,16316982.24,18284696.8,16646185.52,15687425.8,958759.72
16/07/2023,2023,7,Ministry of Commerce and Industry,Dutsin-Ma,Business Premises Levy,Cash Office,Collection Agent South,13131951.68,16239078.22,13404501.54,12271106.05,1133395.49
16/07/2023,2023,7,Ministry of Agriculture,Dutsin-Ma,Motor Vehicle Registration,Collection Agent,IRS Team B,12207585.96,15341209.17,12366221.61,10638657.1,1727564.51
16/07/2023,2023,7,Ministry of Education,Dutsin-Ma,Development Levy,Collection Agent,Collection Agent North,5508110.36,5898643.76,5890217.6,4727090.61,1163126.99
16/07/2023,2023,7,Ministry of Lands and Survey,Dutsin-Ma,Tenement Rates,POS,IRS Team A,7619841.64,9097478.92,7405671.89,6654879.14,750792.75
16/07/2023,2023,7,Ministry of Commerce and Industry,Dutsin-Ma,Licensing Fees,Online Portal,IRS Team B,20348416.08,22788731.71,21813317.62,18007558.61,3805759.01
16/07/2023,2023,7,Ministry of Works and Housing,Dutsin-Ma,Court Fines and Penalties,Collection Agent,Collection Agent North,16796716.48,21672245.64,17687123.73,16207739.18,1479384.55
16/07/2023,2023,7,Ministry of Health,Kankia,PAYE Tax,Bank Transfer,Collection Agent North,14003267.12,18619077.41,18423354.74,13695331.95,4728022.79
16/07/2023,2023,7,Ministry of Education,Kankia,Road Taxes,Collection Agent,Collection Agent South,4583607.76,5811217.09,5002991.17,3942363.61,1060627.56
16/07/2023,2023,7,Ministry of Agriculture,Kankia,Market Fees,Collection Agent,IRS Team B,11837891.64,14062789.18,11303258.35,10717938.1,585320.25
16/07/2023,2023,7,Ministry of Works and Housing,Kankia,Land Use Charges,Online Portal,Collection Agent South,17234510.92,20057163.79,17782795.52,16748629.45,1034166.07
16/07/2023,2023,7,Ministry of Transport,Kankia,Business Premises Levy,Collection Agent,MDA Desk Officer,11278635.92,13057475.23,12480356.92,10015999.07,2464357.85
16/07/2023,2023,7,Ministry of Health,Kankia,Motor Vehicle Registration,POS,Collection Agent North,8383407,9874536.84,9375722.95,7623631.35,1752091.6
16/07/2023,2023,7,Ministry of Health,Kankia,Development Levy,Online Portal,IRS Team A,14487988.2,19508446.13,16692540.61,13336472.4,3356068.21
16/07/2023,2023,7,Ministry of Lands and Survey,Kankia,Tenement Rates,Online Portal,Collection Agent South,18398675.32,22530280.14,22122498.24,17217081.67,4905416.57
16/07/2023,2023,7,Ministry of Works and Housing,Kankia,Licensing Fees,POS,Collection Agent North,9534316.08,12776554.45,12726376.94,9324037.36,3402339.58
16/07/2023,2023,7,Katsina Urban Planning Authority,Kankia,Court Fines and Penalties,Online Portal,MDA Desk Officer,19190099.24,20350604.39,18782136.35,16590788.86,2191347.49
16/07/2023,2023,7,Ministry of Agriculture,Mani,PAYE Tax,Online Portal,Collection Agent North,12858755.44,16047355.6,14817896,12809578.35,2008317.65
16/07/2023,2023,7,State Water Board,Mani,Road Taxes,Cash Office,MDA Desk Officer,15234441.24,18466545.55,17185654.52,13648404.9,3537249.62
16/07/2023,2023,7,Ministry of Health,Mani,Market Fees,POS,Collection Agent North,10444126.12,13948945.54,11374646.84,9116795.74,2257851.1
16/07/2023,2023,7,Katsina State Internal Revenue Service,Mani,Land Use Charges,Cash Office,IRS Team A,9445182.84,11001457.09,10851202.29,9444627.38,1406574.91
16/07/2023,2023,7,Katsina State Internal Revenue Service,Mani,Business Premises Levy,Bank Transfer,Collection Agent North,13313141.36,15605126.01,13781897.57,12692950.05,1088947.52
16/07/2023,2023,7,Ministry of Transport,Mani,Motor Vehicle Registration,Bank Transfer,IRS Team A,17008022.08,21548147.83,20295424.64,16459189.89,3836234.75
16/07/2023,2023,7,State Water Board,Mani,Development Levy,Bank Transfer,MDA Desk Officer,4741636.88,6377128.19,6088692.04,4173047.16,1915644.88
16/07/2023,2023,7,Ministry of Works and Housing,Mani,Tenement Rates,Cash Office,Collection Agent South,14293201,16959291.42,15899015.63,12186948.38,3712067.25
16/07/2023,2023,7,Ministry of Works and Housing,Mani,Licensing Fees,Cash Office,IRS Team A,8510553.44,11088258.4,10389521.23,7677958.85,2711562.38
16/07/2023,2023,7,Ministry of Commerce and Industry,Mani,Court Fines and Penalties,Bank Transfer,Collection Agent South,2694702.04,3058464.61,2993944.58,2657033.17,336911.41
16/07/2023,2023,7,State Water Board,Mashi,PAYE Tax,Online Portal,IRS Team A,11003761.16,11658281.96,11641820.02,9762127.31,1879692.71
16/07/2023,2023,7,Ministry of Education,Mashi,Road Taxes,POS,Collection Agent South,6490863.52,7522332.12,6342203.66,5596618.26,745585.4
16/07/2023,2023,7,State Water Board,Mashi,Market Fees,Cash Office,Collection Agent South,18768375.44,24974628.03,24903275.61,17169394.61,7733881
16/07/2023,2023,7,Katsina State Internal Revenue Service,Mashi,Land Use Charges,Collection Agent,IRS Team A,8946684.44,10573160.27,9229679.22,8162744.58,1066934.64
16/07/2023,2023,7,Ministry of Agriculture,Mashi,Business Premises Levy,Cash Office,IRS Team A,17359331.56,22046149.69,20300246.12,15338216.42,4962029.7
16/07/2023,2023,7,Ministry of Transport,Mashi,Motor Vehicle Registration,Online Portal,MDA Desk Officer,12557967.44,15762360.51,13842424.95,11805722.38,2036702.57
16/07/2023,2023,7,Ministry of Works and Housing,Mashi,Development Levy,Online Portal,Collection Agent North,4045561.48,4833480.85,4429920.08,3777781.51,652138.57
16/07/2023,2023,7,Ministry of Commerce and Industry,Mashi,Tenement Rates,Collection Agent,Collection Agent South,4691154.84,5399842.41,4981748.99,4441030.53,540718.46
16/07/2023,2023,7,Ministry of Education,Mashi,Licensing Fees,POS,MDA Desk Officer,13958994.56,18077584.18,16135564.47,13598765.97,2536798.5
16/07/2023,2023,7,Katsina Urban Planning Authority,Mashi,Court Fines and Penalties,Bank Transfer,MDA Desk Officer,4707412.24,5667597.1,4862494.91,4039542.29,822952.62
16/07/2023,2023,7,State Water Board,Musawa,PAYE Tax,Collection Agent,Collection Agent North,18849627.64,22921750.63,22204788.77,16902497.14,5302291.63
16/07/2023,2023,7,Ministry of Works and Housing,Musawa,Road Taxes,Cash Office,Collection Agent South,13587886.2,16956997.42,16318483.46,13526394.69,2792088.77
16/07/2023,2023,7,Ministry of Commerce and Industry,Musawa,Market Fees,Online Portal,MDA Desk Officer,3329426.2,3921684.79,3490774.29,3279551.64,211222.65
16/07/2023,2023,7,Ministry of Lands and Survey,Musawa,Land Use Charges,Cash Office,Collection Agent South,9219924.76,10517294.79,8989186.43,8022970.14,966216.29
16/07/2023,2023,7,Ministry of Agriculture,Musawa,Business Premises Levy,Collection Agent,MDA Desk Officer,4485986.8,5832285.26,4981587.06,4455230.89,526356.17
16/07/2023,2023,7,Ministry of Commerce and Industry,Musawa,Motor Vehicle Registration,Bank Transfer,Collection Agent South,16456807.48,17835797.86,15338425.71,15239943.2,98482.51
16/07/2023,2023,7,Ministry of Agriculture,Musawa,Development Levy,Collection Agent,MDA Desk Officer,12123927.92,13854070.42,13850684.46,11638707.59,2211976.87
16/07/2023,2023,7,Ministry of Agriculture,Musawa,Tenement Rates,Cash Office,Collection Agent South,11751359.12,14897233.84,14181531.3,10688670.05,3492861.25
16/07/2023,2023,7,State Water Board,Musawa,Licensing Fees,Collection Agent,MDA Desk Officer,17425213.76,20799274.64,18057298,17258972.47,798325.53
16/07/2023,2023,7,Katsina Urban Planning Authority,Musawa,Court Fines and Penalties,Cash Office,IRS Team B,5009084.16,6314733.37,5567845.72,4345820.87,1222024.85
16/07/2023,2023,7,Katsina State Internal Revenue Service,Bakori,PAYE Tax,Cash Office,MDA Desk Officer,18665483.44,23887909.95,21742385.98,17436086.76,4306299.22
16/07/2023,2023,7,Ministry of Transport,Bakori,Road Taxes,Cash Office,Collection Agent South,17157330.32,22275859.68,20521143.08,16845714.02,3675429.06
16/07/2023,2023,7,Ministry of Education,Bakori,Market Fees,Online Portal,Collection Agent South,7171761.48,7607811,6348955.69,6759923.36,-410967.67
16/07/2023,2023,7,Ministry of Agriculture,Bakori,Land Use Charges,Online Portal,MDA Desk Officer,20737041.6,25105035.52,20658948.46,19061754.86,1597193.6
16/07/2023,2023,7,Katsina Urban Planning Authority,Bakori,Business Premises Levy,Bank Transfer,Collection Agent South,10617396.48,13944786.21,12535759.38,9383600.1,3152159.28
16/07/2023,2023,7,Katsina Urban Planning Authority,Bakori,Motor Vehicle Registration,Collection Agent,IRS Team A,7580424.84,8959125.13,8575757.16,6459710.2,2116046.96
16/07/2023,2023,7,Ministry of Commerce and Industry,Bakori,Development Levy,Bank Transfer,Collection Agent North,1740366.56,2156640.87,1789530.6,1675248.81,114281.79
16/07/2023,2023,7,Ministry of Health,Bakori,Tenement Rates,Online Portal,IRS Team A,5589545.84,6367277.33,5705389.56,4858178.04,847211.52
16/07/2023,2023,7,Ministry of Lands and Survey,Bakori,Licensing Fees,Collection Agent,Collection Agent North,8765325.4,11363578.22,9411713.59,8177693.93,1234019.66
16/07/2023,2023,7,Ministry of Lands and Survey,Bakori,Court Fines and Penalties,POS,IRS Team B,8244469.16,10208281.9,8822144.94,7508064.69,1314080.25
16/07/2023,2023,7,Ministry of Health,Charanchi,PAYE Tax,Bank Transfer,Collection Agent North,17405699.08,22211978.57,18648493.29,16463251.39,2185241.9
16/07/2023,2023,7,Katsina State Internal Revenue Service,Charanchi,Road Taxes,POS,Collection Agent North,12303725.6,16539467.99,13986074.6,11121077.5,2864997.1
16/07/2023,2023,7,Ministry of Transport,Charanchi,Market Fees,Online Portal,Collection Agent South,3359334.48,4351052.38,3696340.94,3309482.2,386858.74
16/07/2023,2023,7,Ministry of Works and Housing,Charanchi,Land Use Charges,Collection Agent,Collection Agent South,6131138.24,8082791.28,7161902.74,5624440.7,1537462.04
16/07/2023,2023,7,Ministry of Education,Charanchi,Business Premises Levy,Collection Agent,IRS Team A,2091949.8,2796057.22,2488023.62,1974088.46,513935.16
16/07/2023,2023,7,Katsina State Internal Revenue Service,Charanchi,Motor Vehicle Registration,POS,Collection Agent North,15560656.44,18539808.43,14935295.52,14537846.88,397448.64
16/07/2023,2023,7,Ministry of Transport,Charanchi,Development Levy,Bank Transfer,Collection Agent South,9100326.44,12202222.45,10015784.26,7844573.81,2171210.45
16/07/2023,2023,7,Ministry of Works and Housing,Charanchi,Tenement Rates,Bank Transfer,MDA Desk Officer,5719190.92,7399945.84,6950516.46,5259731.88,1690784.58
16/07/2023,2023,7,Katsina Urban Planning Authority,Charanchi,Licensing Fees,POS,MDA Desk Officer,4225782.56,5295548.4,4533407.5,3799897.68,733509.82
16/07/2023,2023,7,Ministry of Commerce and Industry,Charanchi,Court Fines and Penalties,POS,IRS Team B,7665064.24,9619672.71,9149659.83,7395070.84,1754588.99
16/07/2023,2023,7,Ministry of Transport,Jibia,PAYE Tax,Online Portal,IRS Team B,5937121.28,7154425.99,7013148.76,5646349.53,1366799.23
16/07/2023,2023,7,Ministry of Works and Housing,Jibia,Road Taxes,Bank Transfer,MDA Desk Officer,20481795.2,22662829.97,21238976.8,20470022.65,768954.15
16/07/2023,2023,7,Katsina Urban Planning Authority,Jibia,Market Fees,Bank Transfer,IRS Team A,5806705.96,6646676.71,6244236.46,5354412.87,889823.59
16/07/2023,2023,7,Ministry of Agriculture,Jibia,Land Use Charges,Online Portal,Collection Agent North,6469465,7160270.63,5895443.36,6060188.78,-164745.42
16/07/2023,2023,7,Katsina State Internal Revenue Service,Jibia,Business Premises Levy,Bank Transfer,IRS Team A,20563400.04,24637545.66,23300473.63,17907209.76,5393263.87
16/07/2023,2023,7,Katsina Urban Planning Authority,Jibia,Motor Vehicle Registration,POS,MDA Desk Officer,4132526.68,5456494.98,5037422.59,3662566.16,1374856.43
16/07/2023,2023,7,Katsina Urban Planning Authority,Jibia,Development Levy,POS,Collection Agent North,7224271.2,8521414.71,7379532.34,6633513.44,746018.9
16/07/2023,2023,7,Ministry of Education,Jibia,Tenement Rates,Bank Transfer,MDA Desk Officer,19611461.12,23039399.26,19882365.64,18237584.03,1644781.61
16/07/2023,2023,7,Ministry of Lands and Survey,Jibia,Licensing Fees,Cash Office,Collection Agent North,12845160.24,14275368.54,12266600.22,12221094.31,45505.91
16/07/2023,2023,7,Ministry of Education,Jibia,Court Fines and Penalties,Cash Office,IRS Team A,17409570,23174019.88,20539399.73,15691704.89,4847694.84
16/07/2023,2023,7,Ministry of Transport,Batsari,PAYE Tax,Online Portal,IRS Team A,6028081.52,7157991.1,6280228.3,5718772.26,561456.04
16/07/2023,2023,7,Katsina Urban Planning Authority,Batsari,Road Taxes,POS,Collection Agent North,18506120.32,23133345.16,23043421.09,16493989.3,6549431.79
16/07/2023,2023,7,Ministry of Transport,Batsari,Market Fees,Bank Transfer,MDA Desk Officer,7707113.08,8209448.45,7616899.47,7598790.44,18109.03
16/07/2023,2023,7,Ministry of Transport,Batsari,Land Use Charges,Collection Agent,MDA Desk Officer,8100663.96,10517804.65,8454662.77,7749231.15,705431.62
16/07/2023,2023,7,Ministry of Commerce and Industry,Batsari,Business Premises Levy,Cash Office,IRS Team B,11922981.12,13860931.64,12239124.46,10779775.44,1459349.02
16/07/2023,2023,7,Ministry of Works and Housing,Batsari,Motor Vehicle Registration,POS,Collection Agent South,3110180.4,3978835.41,3931379.52,3056716.78,874662.74
16/07/2023,2023,7,Ministry of Commerce and Industry,Batsari,Development Levy,Online Portal,MDA Desk Officer,11198491.52,12375972.47,10742755.86,10034129.91,708625.95
16/07/2023,2023,7,Ministry of Education,Batsari,Tenement Rates,POS,MDA Desk Officer,3078309.4,4044564.11,3742829.93,3052762.06,690067.87
16/07/2023,2023,7,Ministry of Health,Batsari,Licensing Fees,POS,Collection Agent South,15036881.64,18954370.75,18737091.66,12830961.65,5906130.01
16/07/2023,2023,7,Ministry of Agriculture,Batsari,Court Fines and Penalties,Collection Agent,MDA Desk Officer,18791386.36,24970215.78,21022976.36,16047927.35,4975049.01
16/07/2023,2023,7,Ministry of Commerce and Industry,Rimi,PAYE Tax,Bank Transfer,IRS Team B,5220324.8,6010954.18,5658603.03,4600699.55,1057903.48
16/07/2023,2023,7,State Water Board,Rimi,Road Taxes,Collection Agent,Collection Agent South,8951026.32,10659244.25,9650899.08,7741228.93,1909670.15
16/07/2023,2023,7,Katsina Urban Planning Authority,Rimi,Market Fees,Bank Transfer,IRS Team A,15258837.2,17152402.93,16406978.18,15036908.58,1370069.6
16/07/2023,2023,7,Katsina Urban Planning Authority,Rimi,Land Use Charges,Online Portal,IRS Team A,2898161.4,3690821.13,3075083.05,2790271.83,284811.22
16/07/2023,2023,7,Ministry of Agriculture,Rimi,Business Premises Levy,Online Portal,Collection Agent North,3896886.6,4265036.82,3725695.66,3825753.93,-100058.27
16/07/2023,2023,7,Ministry of Agriculture,Rimi,Motor Vehicle Registration,Cash Office,Collection Agent South,10785239.2,13587171.31,12154106.86,9375677.94,2778428.92
16/07/2023,2023,7,Ministry of Commerce and Industry,Rimi,Development Levy,POS,IRS Team B,17488528.88,22451274.35,21610375.12,16395190.7,5215184.42
16/07/2023,2023,7,Ministry of Education,Rimi,Tenement Rates,Bank Transfer,MDA Desk Officer,12814227.68,16464938.21,16122936.63,10915456.39,5207480.24
16/07/2023,2023,7,Ministry of Lands and Survey,Rimi,Licensing Fees,Cash Office,IRS Team B,8049525.36,9407991.22,8535673.61,6995128.15,1540545.46
16/07/2023,2023,7,Ministry of Lands and Survey,Rimi,Court Fines and Penalties,POS,Collection Agent South,1795145.24,2035317.38,1700089.52,1602110.31,97979.21
16/07/2023,2023,7,Ministry of Agriculture,Kusada,PAYE Tax,Online Portal,IRS Team B,3144041.96,4113885.72,3606054.4,3110059.15,495995.25
16/07/2023,2023,7,Ministry of Commerce and Industry,Kusada,Road Taxes,Collection Agent,Collection Agent South,2490154.6,2835764.19,2800064.72,2431693.36,368371.36
16/07/2023,2023,7,Katsina Urban Planning Authority,Kusada,Market Fees,Cash Office,MDA Desk Officer,15173716.4,17862535.82,15627527.98,14039568.21,1587959.77
16/07/2023,2023,7,Ministry of Transport,Kusada,Land Use Charges,Cash Office,Collection Agent North,4368231.72,4629992.31,3968918.34,4046077.17,-77158.83
16/07/2023,2023,7,Ministry of Lands and Survey,Kusada,Business Premises Levy,Bank Transfer,MDA Desk Officer,7849875.44,9306989.17,9184644.92,7199251.96,1985392.96
16/07/2023,2023,7,Ministry of Agriculture,Kusada,Motor Vehicle Registration,POS,IRS Team B,2254818.44,2967971.04,2491085.22,2162636.95,328448.27
16/07/2023,2023,7,Ministry of Agriculture,Kusada,Development Levy,POS,IRS Team B,1884061.56,2377823.33,2212500.68,1792538.83,419961.85
16/07/2023,2023,7,Ministry of Lands and Survey,Kusada,Tenement Rates,Bank Transfer,IRS Team A,4793382.16,5202670.86,4199255.3,4728211.89,-528956.59
16/07/2023,2023,7,Ministry of Lands and Survey,Kusada,Licensing Fees,Online Portal,IRS Team B,10341800.2,11675597.49,10112233.95,10276689.7,-164455.75
16/07/2023,2023,7,State Water Board,Kusada,Court Fines and Penalties,Collection Agent,IRS Team A,19883941.64,24744865.78,22545959.93,17118123.34,5427836.59
12/08/2023,2023,8,Ministry of Health,Katsina,PAYE Tax,Bank Transfer,MDA Desk Officer,17427843.48,19407076.67,16542037.43,15346702.38,1195335.05
12/08/2023,2023,8,State Water Board,Katsina,Road Taxes,POS,IRS Team B,16897140,20281921.25,20109068.22,16290343.32,3818724.9
12/08/2023,2023,8,Ministry of Lands and Survey,Katsina,Market Fees,Cash Office,IRS Team B,17774827.32,20369077.69,16718587.23,16768331.86,-49744.63
12/08/2023,2023,8,Ministry of Agriculture,Katsina,Land Use Charges,Bank Transfer,Collection Agent South,17776573.12,23147400.36,20964103.05,15223962.04,5740141.01
12/08/2023,2023,8,Ministry of Education,Katsina,Business Premises Levy,Collection Agent,MDA Desk Officer,18203869.56,24215398.86,23245673.74,17435866.02,5809807.72
12/08/2023,2023,8,Ministry of Transport,Katsina,Motor Vehicle Registration,POS,Collection Agent South,3483775.8,4544436.06,4175670.73,3285202.66,890468.07
12/08/2023,2023,8,Ministry of Commerce and Industry,Katsina,Development Levy,Bank Transfer,Collection Agent South,10952146.96,12570979.55,10247020.77,9687496.27,559524.5
12/08/2023,2023,8,Ministry of Agriculture,Katsina,Tenement Rates,Collection Agent,IRS Team A,17965442,22545291.68,21785819.02,17415918.57,4369900.45
12/08/2023,2023,8,Katsina State Internal Revenue Service,Katsina,Licensing Fees,Collection Agent,IRS Team A,14463754.64,15462856.8,14744328.8,13264845.64,1479483.16
12/08/2023,2023,8,State Water Board,Katsina,Court Fines and Penalties,POS,Collection Agent South,20422139.88,26490058.65,25530357.95,19610873.01,5919484.94
12/08/2023,2023,8,Ministry of Education,Daura,PAYE Tax,Collection Agent,Collection Agent North,12030977.12,15928259.04,13716077.2,11093607.1,2622470.1
12/08/2023,2023,8,Ministry of Commerce and Industry,Daura,Road Taxes,Bank Transfer,Collection Agent North,5819578.48,6948784.36,5825549.98,5449244.26,376305.72
12/08/2023,2023,8,Ministry of Education,Daura,Market Fees,Online Portal,IRS Team A,8875439.56,10861038.15,9607513.77,8371459.51,1236054.26
12/08/2023,2023,8,Ministry of Agriculture,Daura,Land Use Charges,Bank Transfer,Collection Agent South,14600034.92,17936393.26,14732910.76,13827229.87,905680.89
12/08/2023,2023,8,Ministry of Agriculture,Daura,Business Premises Levy,Collection Agent,MDA Desk Officer,15038190.12,16755818.7,15618779.61,13457721.34,2161058.27
12/08/2023,2023,8,State Water Board,Daura,Motor Vehicle Registration,Online Portal,IRS Team B,6880368.32,8164568.5,8114549.04,5953200.99,2161348.05
12/08/2023,2023,8,Ministry of Lands and Survey,Daura,Development Levy,Cash Office,IRS Team A,4242841.52,5092464.97,5070013.56,4032749.52,1037264.04
12/08/2023,2023,8,Ministry of Transport,Daura,Tenement Rates,Cash Office,IRS Team A,10578536.48,12853481.28,10846037.31,10182426.34,663610.97
12/08/2023,2023,8,Katsina Urban Planning Authority,Daura,Licensing Fees,Bank Transfer,Collection Agent North,2232962.88,2927900.39,2895750.27,2201495.15,694255.12
12/08/2023,2023,8,Ministry of Lands and Survey,Daura,Court Fines and Penalties,Collection Agent,IRS Team A,2132243.56,2421014.16,2063439.89,1830854.93,232584.96
12/08/2023,2023,8,Ministry of Agriculture,Funtua,PAYE Tax,Cash Office,Collection Agent South,15900255.72,18548892.15,16848845.4,14446195.43,2402649.97
12/08/2023,2023,8,Ministry of Education,Funtua,Road Taxes,Cash Office,MDA Desk Officer,10846904.8,13195540.84,11571491.34,9550614.34,2020877
