Date,Year,Month,Employee ID,MDA,LGA,Grade Level,Bank,Basic Salary,Allowances,Deductions,Net Pay,Employee Status
25/08/2023,2023,8,EMP17781,Ministry of Lands and Survey,Kusada,GL 12,GTBank,290674,79145,42390.56,327428.44,Active
25/08/2023,2023,8,EMP17782,Ministry of Health,Malumfashi,GL 06,Keystone Bank,284933,113684.58,42878.85,355738.73,Active
25/08/2023,2023,8,EMP17783,Ministry of Education,Dutsin-Ma,GL 06,Access Bank,198071,76894.68,17321.28,257644.4,Retired
25/08/2023,2023,8,EMP17784,Ministry of Health,Mani,GL 16,Keystone Bank,321061,65035.68,51628.04,334468.64,Active
25/08/2023,2023,8,EMP17785,Ministry of Health,Charanchi,GL 10,GTBank,246948,39774.11,26221.3,260500.81,Duplicate Review
25/08/2023,2023,8,EMP17786,Ministry of Health,Musawa,GL 08,Access Bank,231667,78006.76,10859.88,298813.88,Active
25/08/2023,2023,8,EMP17787,Ministry of Agriculture,Bakori,GL 12,Keystone Bank,204888,20664.44,11444.68,214107.76,Duplicate Review
25/08/2023,2023,8,EMP17788,Katsina Urban Planning Authority,Jibia,GL 04,UBA,410154,80639.13,56669.33,434123.8,Active
25/08/2023,2023,8,EMP17789,State Water Board,Kankia,GL 06,Access Bank,416473,53173.17,50534.25,419111.92,Duplicate Review
25/08/2023,2023,8,EMP17790,Ministry of Lands and Survey,Katsina,GL 14,UBA,446709,144597.89,70964.83,520342.06,Active
25/08/2023,2023,8,EMP17791,Ministry of Commerce and Industry,Batsari,GL 06,GTBank,333218,116249.66,55525.76,393941.9,Suspended
25/08/2023,2023,8,EMP17792,Ministry of Works and Housing,Musawa,GL 04,Zenith Bank,400526,111192.66,38544.55,473174.11,Suspended
25/08/2023,2023,8,EMP17793,Ministry of Health,Daura,GL 06,Zenith Bank,260417,77586.41,35323.69,302679.72,Retired
25/08/2023,2023,8,EMP17794,Ministry of Agriculture,Katsina,GL 16,GTBank,280630,77729.78,12371.86,345987.92,Retired
25/08/2023,2023,8,EMP17795,Ministry of Health,Rimi,GL 14,First Bank,402853,90813.67,43020.98,450645.69,Duplicate Review
25/08/2023,2023,8,EMP17796,Ministry of Commerce and Industry,Malumfashi,GL 08,First Bank,101317,27871.55,9868.01,119320.54,Retired
25/08/2023,2023,8,EMP17797,Ministry of Lands and Survey,Funtua,GL 10,First Bank,317349,36262.28,9936.92,343674.36,Active
25/08/2023,2023,8,EMP17798,Ministry of Health,Charanchi,GL 14,Zenith Bank,400527,119498.08,19910.93,500114.15,Active
25/08/2023,2023,8,EMP17799,Ministry of Commerce and Industry,Mashi,GL 16,Keystone Bank,343215,151674.59,34914.63,459974.96,Active
25/08/2023,2023,8,EMP17800,Ministry of Agriculture,Dutsin-Ma,GL 12,Zenith Bank,203120,33898.17,16267.9,220750.27,Suspended
25/08/2023,2023,8,EMP17801,Ministry of Lands and Survey,Musawa,GL 08,Access Bank,239876,66529.25,15826.66,290578.59,Duplicate Review
25/08/2023,2023,8,EMP17802,State Water Board,Rimi,GL 04,First Bank,392258,125423.74,45660.97,472020.77,Retired
25/08/2023,2023,8,EMP17803,Ministry of Works and Housing,Kankia,GL 14,First Bank,129765,56607.59,10730.55,175642.04,Duplicate Review
25/08/2023,2023,8,EMP17804,State Water Board,Daura,GL 12,UBA,75063,20623.57,11309.33,84377.24,Active
25/08/2023,2023,8,EMP17805,Ministry of Agriculture,Mani,GL 16,UBA,309325,37364.9,15169.34,331520.56,Active
25/08/2023,2023,8,EMP17806,Ministry of Commerce and Industry,Kankia,GL 16,GTBank,432666,98952.69,73490.47,458128.22,Active
25/08/2023,2023,8,EMP17807,Ministry of Agriculture,Kankia,GL 16,Access Bank,408482,59322.69,57514.4,410290.29,Suspended
25/08/2023,2023,8,EMP17808,Ministry of Lands and Survey,Musawa,GL 12,Access Bank,291314,107061.8,48049.98,350325.82,Active
25/08/2023,2023,8,EMP17809,Ministry of Health,Katsina,GL 08,Zenith Bank,432083,118519.55,27971.33,522631.22,Retired
25/08/2023,2023,8,EMP17810,Ministry of Transport,Kankia,GL 14,GTBank,357333,67205.77,59876.01,364662.76,Retired
25/08/2023,2023,8,EMP17811,Ministry of Agriculture,Charanchi,GL 12,Zenith Bank,144950,16353.08,16491.69,144811.39,Active
25/08/2023,2023,8,EMP17812,Ministry of Works and Housing,Mani,GL 14,Keystone Bank,204567,42733.58,18081.91,229218.67,Active
25/08/2023,2023,8,EMP17813,Ministry of Works and Housing,Mani,GL 12,GTBank,350699,40413.99,42959.77,348153.22,Retired
25/08/2023,2023,8,EMP17814,Ministry of Education,Bakori,GL 04,GTBank,224135,61092.4,13589.54,271637.86,Duplicate Review
25/08/2023,2023,8,EMP17815,Ministry of Agriculture,Charanchi,GL 06,GTBank,389633,111929.25,38027.94,463534.31,Active
25/08/2023,2023,8,EMP17816,Ministry of Agriculture,Funtua,GL 10,Zenith Bank,287648,109644.76,36426.75,360866.01,Suspended
25/08/2023,2023,8,EMP17817,Katsina Urban Planning Authority,Kusada,GL 08,Zenith Bank,145384,58644.36,5747.24,198281.12,Duplicate Review
25/08/2023,2023,8,EMP17818,Katsina Urban Planning Authority,Daura,GL 10,GTBank,315186,35982.67,37648.22,313520.45,Duplicate Review
25/08/2023,2023,8,EMP17819,Ministry of Commerce and Industry,Kankia,GL 06,First Bank,384526,42877.32,64889.08,362514.24,Active
25/08/2023,2023,8,EMP17820,Ministry of Education,Dutsin-Ma,GL 16,UBA,408502,123618.03,54680.25,477439.78,Retired
25/08/2023,2023,8,EMP17821,Ministry of Agriculture,Charanchi,GL 10,UBA,126294,40462.41,10537.2,156219.21,Retired
25/08/2023,2023,8,EMP17822,Katsina State Internal Revenue Service,Katsina,GL 10,Access Bank,345878,115387.21,53374.4,407890.81,Duplicate Review
25/08/2023,2023,8,EMP17823,Ministry of Agriculture,Funtua,GL 10,Access Bank,407466,60607.44,58269.75,409803.69,Suspended
25/08/2023,2023,8,EMP17824,Ministry of Education,Katsina,GL 14,Zenith Bank,366426,113851.99,20466.74,459811.25,Retired
25/08/2023,2023,8,EMP17825,State Water Board,Mani,GL 14,GTBank,135496,38530.79,23387.34,150639.45,Active
25/08/2023,2023,8,EMP17826,Ministry of Commerce and Industry,Kusada,GL 06,Keystone Bank,431576,89350.2,59725.69,461200.51,Retired
25/08/2023,2023,8,EMP17827,Ministry of Works and Housing,Bakori,GL 10,Zenith Bank,441595,46758.07,41745.08,446607.99,Active
25/08/2023,2023,8,EMP17828,Ministry of Education,Daura,GL 14,Zenith Bank,421472,129903.32,60152.12,491223.2,Active
25/08/2023,2023,8,EMP17829,Ministry of Health,Rimi,GL 08,First Bank,135025,21486.76,5464.44,151047.32,Active
25/08/2023,2023,8,EMP17830,Ministry of Agriculture,Mani,GL 06,First Bank,228276,98508.2,19339.79,307444.41,Suspended
25/08/2023,2023,8,EMP17831,Katsina State Internal Revenue Service,Daura,GL 12,UBA,189453,65355.06,19759.7,235048.36,Retired
25/08/2023,2023,8,EMP17832,Ministry of Works and Housing,Kusada,GL 12,Access Bank,233837,40423.15,17575.14,256685.01,Active
25/08/2023,2023,8,EMP17833,Ministry of Health,Dutsin-Ma,GL 16,GTBank,235983,79114.24,38216.93,276880.31,Active
25/08/2023,2023,8,EMP17834,Ministry of Works and Housing,Dutsin-Ma,GL 08,Zenith Bank,343055,84481.04,25710.37,401825.67,Retired
25/08/2023,2023,8,EMP17835,Ministry of Transport,Bakori,GL 16,First Bank,97769,41683.7,16793.78,122658.92,Active
25/08/2023,2023,8,EMP17836,Ministry of Education,Mani,GL 16,First Bank,394931,52159.71,55040.47,392050.24,Active
25/08/2023,2023,8,EMP17837,Katsina State Internal Revenue Service,Malumfashi,GL 08,Keystone Bank,145119,23501.05,16294.78,152325.27,Retired
25/08/2023,2023,8,EMP17838,Ministry of Lands and Survey,Musawa,GL 10,Access Bank,373103,47290.13,59951.67,360441.46,Retired
25/08/2023,2023,8,EMP17839,Ministry of Education,Musawa,GL 06,Keystone Bank,95052,14538.2,10181.25,99408.95,Duplicate Review
25/08/2023,2023,8,EMP17840,Ministry of Health,Batsari,GL 04,First Bank,176097,31641.92,19804.77,187934.15,Retired
25/08/2023,2023,8,EMP17841,Ministry of Commerce and Industry,Dutsin-Ma,GL 12,UBA,82439,13232.67,4643.16,91028.51,Retired
25/08/2023,2023,8,EMP17842,State Water Board,Jibia,GL 14,First Bank,429403,121711.35,52478.94,498635.41,Active
25/08/2023,2023,8,EMP17843,Ministry of Works and Housing,Batsari,GL 08,GTBank,445086,84833.82,58891.24,471028.58,Active
25/08/2023,2023,8,EMP17844,Ministry of Works and Housing,Daura,GL 12,Keystone Bank,350479,37963.31,56043.35,332398.96,Active
25/08/2023,2023,8,EMP17845,Ministry of Agriculture,Batsari,GL 06,Access Bank,199121,82769.07,9313.67,272576.4,Active
25/08/2023,2023,8,EMP17846,Ministry of Commerce and Industry,Malumfashi,GL 04,Zenith Bank,174212,64265.67,16594.38,221883.29,Active
25/08/2023,2023,8,EMP17847,Ministry of Commerce and Industry,Charanchi,GL 16,UBA,443382,60219.99,29128.81,474473.18,Active
25/08/2023,2023,8,EMP17848,Ministry of Lands and Survey,Charanchi,GL 14,UBA,268004,61213.47,46576.02,282641.45,Retired
25/08/2023,2023,8,EMP17849,State Water Board,Katsina,GL 12,UBA,251068,87856.39,23425.66,315498.73,Duplicate Review
25/08/2023,2023,8,EMP17850,Ministry of Agriculture,Musawa,GL 04,Zenith Bank,225269,37931.99,37796.86,225404.13,Active
25/08/2023,2023,8,EMP17851,Ministry of Education,Jibia,GL 04,UBA,402601,118618.84,35372.11,485847.73,Retired
25/08/2023,2023,8,EMP17852,Ministry of Agriculture,Musawa,GL 14,GTBank,112561,15471.19,14659.92,113372.27,Active
25/08/2023,2023,8,EMP17853,State Water Board,Kankia,GL 10,Access Bank,353058,129096.15,29708.67,452445.48,Active
25/08/2023,2023,8,EMP17854,Katsina Urban Planning Authority,Mani,GL 12,Access Bank,434630,111963.77,59918.97,486674.8,Suspended
25/08/2023,2023,8,EMP17855,Katsina Urban Planning Authority,Mashi,GL 06,UBA,190317,28502.68,11964.8,206854.88,Active
25/08/2023,2023,8,EMP17856,Ministry of Education,Kankia,GL 04,Keystone Bank,355014,100170.37,43467.95,411716.42,Active
25/08/2023,2023,8,EMP17857,State Water Board,Jibia,GL 04,Zenith Bank,98990,37618.08,12940.35,123667.73,Active
25/08/2023,2023,8,EMP17858,Katsina State Internal Revenue Service,Jibia,GL 04,Zenith Bank,395341,158623.37,25266.48,528697.89,Active
25/08/2023,2023,8,EMP17859,Ministry of Transport,Kusada,GL 08,UBA,110125,37108.22,13434.39,133798.83,Retired
25/08/2023,2023,8,EMP17860,Ministry of Lands and Survey,Mashi,GL 06,Access Bank,441877,72058.36,55864.45,458070.91,Active
25/08/2023,2023,8,EMP17861,Ministry of Commerce and Industry,Kankia,GL 14,Keystone Bank,372809,120611.2,30157.6,463262.6,Active
25/08/2023,2023,8,EMP17862,Ministry of Agriculture,Mashi,GL 12,UBA,246609,25504.65,33708.78,238404.87,Active
25/08/2023,2023,8,EMP17863,State Water Board,Katsina,GL 16,GTBank,90945,31136.56,12926.38,109155.18,Retired
25/08/2023,2023,8,EMP17864,Ministry of Transport,Charanchi,GL 10,GTBank,264510,77735.21,23584.14,318661.07,Active
25/08/2023,2023,8,EMP17865,Ministry of Transport,Kankia,GL 10,Keystone Bank,109239,37284.86,11230.4,135293.46,Active
25/08/2023,2023,8,EMP17866,Ministry of Commerce and Industry,Bakori,GL 12,First Bank,380314,97035.33,36276.32,441073.01,Active
25/08/2023,2023,8,EMP17867,Ministry of Health,Daura,GL 06,Zenith Bank,293934,120284.78,30698.16,383520.62,Active
25/08/2023,2023,8,EMP17868,Ministry of Works and Housing,Batsari,GL 10,Access Bank,114697,14719.95,19205.74,110211.21,Active
25/08/2023,2023,8,EMP17869,Ministry of Health,Malumfashi,GL 10,Keystone Bank,243591,84968.07,16738.77,311820.3,Retired
25/08/2023,2023,8,EMP17870,Ministry of Education,Mashi,GL 06,Keystone Bank,352876,49439.21,51905,350410.21,Duplicate Review
25/08/2023,2023,8,EMP17871,Katsina Urban Planning Authority,Mani,GL 14,Keystone Bank,417018,139509.99,33823.4,522704.59,Active
25/08/2023,2023,8,EMP17872,State Water Board,Dutsin-Ma,GL 04,First Bank,204347,22559.3,25718.01,201188.29,Active
25/08/2023,2023,8,EMP17873,State Water Board,Daura,GL 12,Keystone Bank,169430,73996,10833.57,232592.43,Retired
25/08/2023,2023,8,EMP17874,Katsina Urban Planning Authority,Mani,GL 16,Zenith Bank,237193,59884.75,20957.59,276120.16,Active
25/08/2023,2023,8,EMP17875,Ministry of Lands and Survey,Jibia,GL 12,GTBank,295117,100909.98,14137.04,381889.94,Retired
25/08/2023,2023,8,EMP17876,Ministry of Health,Mashi,GL 16,UBA,385147,40587.58,20822.64,404911.94,Active
25/08/2023,2023,8,EMP17877,Ministry of Commerce and Industry,Jibia,GL 14,UBA,236734,69150.42,29565.86,276318.56,Retired
25/08/2023,2023,8,EMP17878,Ministry of Lands and Survey,Malumfashi,GL 16,GTBank,445568,180139.94,60002.54,565705.4,Active
25/08/2023,2023,8,EMP17879,Ministry of Commerce and Industry,Rimi,GL 06,UBA,379980,149607.47,15778.86,513808.61,Duplicate Review
25/08/2023,2023,8,EMP17880,Ministry of Health,Jibia,GL 10,Access Bank,137409,27218.55,19159.15,145468.4,Duplicate Review
25/08/2023,2023,8,EMP17881,Ministry of Transport,Funtua,GL 08,Keystone Bank,400433,155198.81,13361.73,542270.08,Retired
25/08/2023,2023,8,EMP17882,Katsina Urban Planning Authority,Daura,GL 06,GTBank,381770,121064.68,24841.23,477993.45,Active
25/08/2023,2023,8,EMP17883,Ministry of Commerce and Industry,Kusada,GL 04,Zenith Bank,165813,69509.24,27424.52,207897.72,Suspended
25/08/2023,2023,8,EMP17884,Ministry of Transport,Mani,GL 10,First Bank,371824,103868.61,52516.71,423175.9,Duplicate Review
25/08/2023,2023,8,EMP17885,Ministry of Lands and Survey,Bakori,GL 14,UBA,237961,77240.44,26160.16,289041.28,Retired
25/08/2023,2023,8,EMP17886,Katsina State Internal Revenue Service,Batsari,GL 12,GTBank,197909,35346.87,18075.45,215180.42,Retired
25/08/2023,2023,8,EMP17887,Ministry of Transport,Batsari,GL 04,GTBank,160427,66965.05,27375.96,200016.09,Suspended
25/08/2023,2023,8,EMP17888,State Water Board,Malumfashi,GL 10,Keystone Bank,345394,68535.36,43552.52,370376.84,Active
25/08/2023,2023,8,EMP17889,Ministry of Transport,Dutsin-Ma,GL 08,First Bank,344705,43196.9,58733.24,329168.66,Active
25/08/2023,2023,8,EMP17890,Ministry of Education,Katsina,GL 08,Zenith Bank,131155,48063.77,14829.05,164389.72,Active
25/08/2023,2023,8,EMP17891,State Water Board,Katsina,GL 16,First Bank,210628,42375.46,35744.35,217259.11,Suspended
25/08/2023,2023,8,EMP17892,Ministry of Works and Housing,Charanchi,GL 14,Access Bank,103076,17355.86,6704.55,113727.31,Active
25/08/2023,2023,8,EMP17893,Ministry of Works and Housing,Mashi,GL 06,UBA,261385,27828.98,32368.69,256845.29,Duplicate Review
25/08/2023,2023,8,EMP17894,Ministry of Agriculture,Mashi,GL 12,First Bank,95101,23608.18,16464.01,102245.17,Active
25/08/2023,2023,8,EMP17895,Ministry of Commerce and Industry,Batsari,GL 04,Access Bank,289446,71325.19,32608.18,328163.01,Duplicate Review
25/08/2023,2023,8,EMP17896,State Water Board,Bakori,GL 04,Access Bank,267941,101677.33,34683.68,334934.65,Active
25/08/2023,2023,8,EMP17897,Ministry of Lands and Survey,Dutsin-Ma,GL 16,Zenith Bank,136707,50297.43,13177.43,173827,Suspended
25/08/2023,2023,8,EMP17898,Ministry of Works and Housing,Mashi,GL 14,Zenith Bank,360628,86245.29,11473.46,435399.83,Duplicate Review
25/08/2023,2023,8,EMP17899,Katsina State Internal Revenue Service,Daura,GL 08,Zenith Bank,202899,72529.84,31636.8,243792.04,Active
25/08/2023,2023,8,EMP17900,Ministry of Education,Jibia,GL 16,Keystone Bank,304440,63721.43,45695.16,322466.27,Suspended
25/08/2023,2023,8,EMP17901,Ministry of Agriculture,Rimi,GL 08,Access Bank,291471,41997.07,14410.58,319057.49,Active
25/08/2023,2023,8,EMP17902,Ministry of Health,Funtua,GL 16,Zenith Bank,319749,115482.81,55774.07,379457.74,Duplicate Review
25/08/2023,2023,8,EMP17903,Ministry of Lands and Survey,Katsina,GL 04,GTBank,208722,78037.96,30452.04,256307.92,Duplicate Review
25/08/2023,2023,8,EMP17904,Ministry of Lands and Survey,Malumfashi,GL 04,Zenith Bank,253152,43516.18,24249.87,272418.31,Active
25/08/2023,2023,8,EMP17905,Ministry of Health,Funtua,GL 14,GTBank,421097,149253.23,42014.55,528335.68,Duplicate Review
25/08/2023,2023,8,EMP17906,Ministry of Works and Housing,Kusada,GL 14,Zenith Bank,274270,94290.27,41629.77,326930.5,Active
25/08/2023,2023,8,EMP17907,Katsina State Internal Revenue Service,Kusada,GL 10,Zenith Bank,215300,41791.16,18128.81,238962.35,Active
25/08/2023,2023,8,EMP17908,Ministry of Commerce and Industry,Kankia,GL 06,Access Bank,240044,85140.08,21225.02,303959.06,Retired
25/08/2023,2023,8,EMP17909,Ministry of Agriculture,Kusada,GL 04,First Bank,121468,51154.24,11350.49,161271.75,Suspended
25/08/2023,2023,8,EMP17910,Katsina Urban Planning Authority,Dutsin-Ma,GL 10,UBA,197085,85664.26,9356.98,273392.28,Suspended
25/08/2023,2023,8,EMP17911,Katsina Urban Planning Authority,Malumfashi,GL 04,GTBank,143592,50710.12,20085.21,174216.91,Suspended
25/08/2023,2023,8,EMP17912,Ministry of Health,Rimi,GL 04,Access Bank,399801,94366.11,56673.57,437493.54,Suspended
25/08/2023,2023,8,EMP17913,Ministry of Commerce and Industry,Mashi,GL 10,GTBank,89758,11618.68,12617.85,88758.83,Active
25/08/2023,2023,8,EMP17914,Ministry of Agriculture,Kankia,GL 14,Keystone Bank,446943,124786.75,23378.57,548351.18,Active
25/08/2023,2023,8,EMP17915,Ministry of Education,Jibia,GL 08,GTBank,217681,30051.93,15781.69,231951.24,Retired
25/08/2023,2023,8,EMP17916,Ministry of Health,Rimi,GL 06,Keystone Bank,308672,63747.42,40867.58,331551.84,Active
25/08/2023,2023,8,EMP17917,Ministry of Education,Daura,GL 14,Zenith Bank,357710,85649.42,32021.25,411338.17,Active
25/08/2023,2023,8,EMP17918,Ministry of Agriculture,Mashi,GL 08,First Bank,321471,63008.24,25790.56,358688.68,Active
25/08/2023,2023,8,EMP17919,Ministry of Transport,Rimi,GL 12,UBA,418981,178321.84,66890.51,530412.33,Active
25/08/2023,2023,8,EMP17920,Ministry of Education,Daura,GL 08,Zenith Bank,339435,76474.58,20369.36,395540.22,Retired
25/08/2023,2023,8,EMP17921,Ministry of Commerce and Industry,Jibia,GL 04,Keystone Bank,124666,40453.31,20613.47,144505.84,Retired
25/08/2023,2023,8,EMP17922,Ministry of Transport,Rimi,GL 04,Keystone Bank,447600,142950.12,27012.1,563538.02,Duplicate Review
25/08/2023,2023,8,EMP17923,State Water Board,Dutsin-Ma,GL 08,First Bank,295937,80914.17,34613.55,342237.62,Duplicate Review
25/08/2023,2023,8,EMP17924,Ministry of Transport,Charanchi,GL 06,First Bank,263216,76155.27,9056.52,330314.75,Retired
25/08/2023,2023,8,EMP17925,Ministry of Health,Daura,GL 10,Access Bank,333050,70052.91,25703.69,377399.22,Retired
25/08/2023,2023,8,EMP17926,Ministry of Transport,Kankia,GL 16,Access Bank,306203,75686.1,50509.02,331380.08,Active
25/08/2023,2023,8,EMP17927,Katsina State Internal Revenue Service,Kusada,GL 14,Access Bank,302822,124175.95,39607.17,387390.78,Suspended
25/08/2023,2023,8,EMP17928,Ministry of Health,Batsari,GL 14,Keystone Bank,296689,132181.91,24900.28,403970.63,Duplicate Review
25/08/2023,2023,8,EMP17929,Katsina Urban Planning Authority,Charanchi,GL 16,First Bank,117528,52746.1,11891.99,158382.11,Active
25/08/2023,2023,8,EMP17930,Ministry of Health,Malumfashi,GL 12,Zenith Bank,419663,165372.57,60729.33,524306.24,Duplicate Review
25/08/2023,2023,8,EMP17931,Ministry of Lands and Survey,Musawa,GL 10,Access Bank,303351,32721.9,43768.75,292304.15,Retired
25/08/2023,2023,8,EMP17932,Ministry of Lands and Survey,Jibia,GL 12,GTBank,294558,66104.51,9247.03,351415.48,Duplicate Review
25/08/2023,2023,8,EMP17933,Ministry of Agriculture,Mani,GL 04,First Bank,93214,40528.1,10790.92,122951.18,Active
25/08/2023,2023,8,EMP17934,Ministry of Transport,Charanchi,GL 04,Keystone Bank,119741,21095.78,18241.5,122595.28,Active
25/08/2023,2023,8,EMP17935,State Water Board,Jibia,GL 12,Keystone Bank,291521,89760.77,9494.98,371786.79,Active
25/08/2023,2023,8,EMP17936,Ministry of Transport,Rimi,GL 08,GTBank,220613,77357.96,22535.14,275435.82,Suspended
25/08/2023,2023,8,EMP17937,Katsina Urban Planning Authority,Bakori,GL 08,Zenith Bank,335191,109908.22,19929.1,425170.12,Active
25/08/2023,2023,8,EMP17938,Ministry of Health,Malumfashi,GL 08,Zenith Bank,260422,53053.87,17898.73,295577.14,Duplicate Review
25/08/2023,2023,8,EMP17939,Ministry of Transport,Malumfashi,GL 14,Access Bank,188431,43682.5,18015.15,214098.35,Suspended
25/08/2023,2023,8,EMP17940,Ministry of Works and Housing,Musawa,GL 16,Access Bank,302541,86634.44,43785.5,345389.94,Active
25/08/2023,2023,8,EMP17941,Ministry of Agriculture,Dutsin-Ma,GL 08,Keystone Bank,252047,111786.24,9388.83,354444.41,Duplicate Review
25/08/2023,2023,8,EMP17942,State Water Board,Kusada,GL 12,First Bank,229232,33813.57,40708.55,222337.02,Active
25/08/2023,2023,8,EMP17943,Katsina State Internal Revenue Service,Jibia,GL 12,Keystone Bank,384224,45021,49223.7,380021.3,Retired
25/08/2023,2023,8,EMP17944,Katsina Urban Planning Authority,Jibia,GL 06,First Bank,341322,45955.93,29932.58,357345.35,Retired
25/08/2023,2023,8,EMP17945,Ministry of Works and Housing,Jibia,GL 16,First Bank,238437,35221.04,21758.32,251899.72,Active
25/08/2023,2023,8,EMP17946,Katsina State Internal Revenue Service,Dutsin-Ma,GL 14,Keystone Bank,445864,94228.76,75153.21,464939.55,Active
25/08/2023,2023,8,EMP17947,Katsina State Internal Revenue Service,Malumfashi,GL 06,First Bank,328481,68212.26,14816.73,381876.53,Active
25/08/2023,2023,8,EMP17948,State Water Board,Kusada,GL 16,Zenith Bank,189414,30732.4,12685.71,207460.69,Active
25/08/2023,2023,8,EMP17949,Ministry of Works and Housing,Rimi,GL 06,First Bank,267043,46580.81,39066.9,274556.91,Active
25/08/2023,2023,8,EMP17950,Ministry of Lands and Survey,Batsari,GL 04,First Bank,350773,61048.68,43308.54,368513.14,Active
25/08/2023,2023,8,EMP17951,Ministry of Works and Housing,Batsari,GL 06,Zenith Bank,138437,42122.58,24241.9,156317.68,Suspended
25/08/2023,2023,8,EMP17952,Ministry of Works and Housing,Mashi,GL 10,First Bank,112327,32472.79,12398.91,132400.88,Duplicate Review
25/08/2023,2023,8,EMP17953,Katsina Urban Planning Authority,Mani,GL 16,Keystone Bank,344486,101140.12,35585.6,410040.52,Active
25/08/2023,2023,8,EMP17954,Katsina State Internal Revenue Service,Mashi,GL 08,Keystone Bank,315647,59180.93,52360.83,322467.1,Active
25/08/2023,2023,8,EMP17955,Katsina Urban Planning Authority,Musawa,GL 08,Keystone Bank,307490,33768.67,16515.17,324743.5,Active
25/08/2023,2023,8,EMP17956,Ministry of Works and Housing,Musawa,GL 06,Access Bank,319918,37791.6,16430.95,341278.65,Active
25/08/2023,2023,8,EMP17957,State Water Board,Musawa,GL 14,Access Bank,245124,74019.4,18393.91,300749.49,Active
25/08/2023,2023,8,EMP17958,Ministry of Works and Housing,Dutsin-Ma,GL 08,First Bank,208346,32038.24,30934.48,209449.76,Duplicate Review
25/08/2023,2023,8,EMP17959,Katsina Urban Planning Authority,Rimi,GL 16,UBA,177008,19183.97,29121.9,167070.07,Suspended
25/08/2023,2023,8,EMP17960,Ministry of Agriculture,Katsina,GL 04,Zenith Bank,408511,132199.85,45611.46,495099.39,Suspended
25/08/2023,2023,8,EMP17961,Ministry of Health,Bakori,GL 08,Zenith Bank,257049,45604.04,11951.89,290701.15,Active
25/08/2023,2023,8,EMP17962,State Water Board,Mani,GL 10,UBA,280366,103736.33,42475.74,341626.59,Retired
25/08/2023,2023,8,EMP17963,Katsina Urban Planning Authority,Malumfashi,GL 10,Access Bank,387932,60282.65,64269.76,383944.89,Suspended
25/08/2023,2023,8,EMP17964,Ministry of Education,Daura,GL 10,UBA,87615,35366,7642.87,115338.13,Active
25/08/2023,2023,8,EMP17965,State Water Board,Mani,GL 12,Zenith Bank,362964,37949.84,61340.39,339573.45,Active
25/08/2023,2023,8,EMP17966,Ministry of Commerce and Industry,Katsina,GL 06,UBA,113881,11895.89,9270.51,116506.38,Active
25/08/2023,2023,8,EMP17967,Ministry of Lands and Survey,Mashi,GL 08,Access Bank,330873,74034.59,19951.27,384956.32,Suspended
25/08/2023,2023,8,EMP17968,Ministry of Agriculture,Funtua,GL 04,Zenith Bank,420672,61824.11,62064.69,420431.42,Suspended
25/08/2023,2023,8,EMP17969,State Water Board,Katsina,GL 04,UBA,234836,87645.7,36328.98,286152.72,Active
25/08/2023,2023,8,EMP17970,Ministry of Transport,Musawa,GL 04,GTBank,388180,157220.82,63071.45,482329.37,Active
25/08/2023,2023,8,EMP17971,State Water Board,Rimi,GL 16,UBA,354542,149082.37,40594.41,463029.96,Suspended
25/08/2023,2023,8,EMP17972,Ministry of Works and Housing,Musawa,GL 16,UBA,343193,139605.11,38536.55,444261.56,Duplicate Review
25/08/2023,2023,8,EMP17973,Ministry of Transport,Kankia,GL 10,Keystone Bank,403503,130928.4,65485.23,468946.17,Duplicate Review
25/08/2023,2023,8,EMP17974,Ministry of Lands and Survey,Kankia,GL 10,Access Bank,197394,85256.97,29890,252760.97,Duplicate Review
25/08/2023,2023,8,EMP17975,Ministry of Works and Housing,Mashi,GL 04,Zenith Bank,447341,195245.87,63158.64,579428.23,Duplicate Review
25/08/2023,2023,8,EMP17976,Ministry of Commerce and Industry,Musawa,GL 10,Zenith Bank,436189,105029.73,46394.18,494824.55,Suspended
25/08/2023,2023,8,EMP17977,Ministry of Health,Musawa,GL 12,Keystone Bank,240768,89655.85,23170.22,307253.63,Active
25/08/2023,2023,8,EMP17978,Ministry of Transport,Charanchi,GL 06,Keystone Bank,321543,106691.47,26351.76,401882.71,Duplicate Review
25/08/2023,2023,8,EMP17979,Ministry of Transport,Mashi,GL 10,Access Bank,202302,49272.06,31341.17,220232.89,Active
25/08/2023,2023,8,EMP17980,Ministry of Education,Batsari,GL 16,Keystone Bank,160439,51921.22,26455.19,185905.03,Retired
25/08/2023,2023,8,EMP17981,Ministry of Transport,Funtua,GL 06,First Bank,302406,59867.22,32932.11,329341.11,Active
25/08/2023,2023,8,EMP17982,State Water Board,Dutsin-Ma,GL 04,First Bank,262563,33282.9,35762.43,260083.47,Active
25/08/2023,2023,8,EMP17983,Ministry of Agriculture,Funtua,GL 14,First Bank,283164,89419.05,46268.63,326314.42,Active
25/08/2023,2023,8,EMP17984,Ministry of Works and Housing,Bakori,GL 16,First Bank,213192,54056.97,11294.93,255954.04,Active
25/08/2023,2023,8,EMP17985,Ministry of Education,Daura,GL 10,Access Bank,359855,108955.99,14773.9,454037.09,Duplicate Review
25/08/2023,2023,8,EMP17986,Ministry of Health,Katsina,GL 16,Keystone Bank,141572,51146.62,13021.32,179697.3,Active
