Date,Year,Month,MDA,Revenue Target,Actual Revenue,Operating Cost,Staff Count,Compliance Score,Reconciliation Status
28/08/2025,2025,8,Ministry of Health,297474115,292063446.8,53234068.59,706,91.2,Exception Noted
28/08/2025,2025,8,Ministry of Education,510324365,316177906.9,57118082.89,399,57.2,Reconciled
28/08/2025,2025,8,Ministry of Agriculture,135566811,144903323.1,30618061.57,140,90.5,Pending
28/08/2025,2025,8,Ministry of Commerce and Industry,90023702,63029231.37,9284250.08,389,77.6,Reconciled
28/08/2025,2025,8,Ministry of Lands and Survey,510992650,315457634.5,78600091.83,493,81.5,Reconciled
28/08/2025,2025,8,Ministry of Transport,336079421,186916519.8,22655439.72,261,53.6,Pending
28/08/2025,2025,8,Katsina Urban Planning Authority,442429988,369013299.6,91057658.34,418,73.7,Exception Noted
28/08/2025,2025,8,State Water Board,138033327,106594038.1,8749286.47,745,57.8,Reconciled
28/09/2025,2025,9,Katsina State Internal Revenue Service,534438578,518909922.2,60061850.89,309,70.8,Reconciled
28/09/2025,2025,9,Ministry of Works and Housing,357017477,384968454,31999256.25,757,71.7,Pending
28/09/2025,2025,9,Ministry of Health,250146711,173943286.2,29895892.65,297,49.5,Reconciled
28/09/2025,2025,9,Ministry of Education,455111766,489619648.3,86623701.67,436,58.9,Exception Noted
28/09/2025,2025,9,Ministry of Agriculture,331544195,329918676.3,74499667.53,684,71.4,Exception Noted
28/09/2025,2025,9,Ministry of Commerce and Industry,160456454,181827056.1,26395961.24,299,46.7,Reconciled
28/09/2025,2025,9,Ministry of Lands and Survey,92899854,99012211.77,19668608.35,291,49.8,Exception Noted
28/09/2025,2025,9,Ministry of Transport,468448759,532968675,45669267.99,547,87.5,Reconciled
28/09/2025,2025,9,Katsina Urban Planning Authority,271801243,151677651.8,20735420.69,477,88.6,Pending
28/09/2025,2025,9,State Water Board,251418102,280382364.9,32768168.2,162,79.6,Reconciled
28/10/2025,2025,10,Katsina State Internal Revenue Service,112353262,73632646.52,10630868.88,441,60,Exception Noted
28/10/2025,2025,10,Ministry of Works and Housing,254860896,261044249,49701882.17,738,52.3,Reconciled
28/10/2025,2025,10,Ministry of Health,405519262,231925866.2,55032846.45,600,81.2,Exception Noted
28/10/2025,2025,10,Ministry of Education,309938442,173427201.5,21100710.25,249,66.6,Exception Noted
28/10/2025,2025,10,Ministry of Agriculture,446092484,424434696.5,42674957.77,143,49.1,Pending
28/10/2025,2025,10,Ministry of Commerce and Industry,428958182,273091462.9,38714593.52,129,72.3,Exception Noted
28/10/2025,2025,10,Ministry of Lands and Survey,218272839,158208950.8,34157428.16,391,51.4,Exception Noted
28/10/2025,2025,10,Ministry of Transport,384455802,329065920.8,71411694.57,691,86.4,Exception Noted
28/10/2025,2025,10,Katsina Urban Planning Authority,118949802,92572642.3,9858998.35,541,66,Pending
28/10/2025,2025,10,State Water Board,275488255,191414284.1,46533682.37,321,49.3,Exception Noted
28/11/2025,2025,11,Katsina State Internal Revenue Service,131118503,104546907.1,20531431.44,814,49,Reconciled
28/11/2025,2025,11,Ministry of Works and Housing,352149395,306094970.1,60346103.62,749,82.6,Exception Noted
28/11/2025,2025,11,Ministry of Health,414169752,257892315.8,38064285.78,390,65.1,Pending
28/11/2025,2025,11,Ministry of Education,353338029,335493588.2,53532721.77,414,81.4,Reconciled
28/11/2025,2025,11,Ministry of Agriculture,465910115,260170894.2,21779147.94,182,55.8,Exception Noted
28/11/2025,2025,11,Ministry of Commerce and Industry,135164124,128018162.1,13903498.34,229,90.1,Exception Noted
28/11/2025,2025,11,Ministry of Lands and Survey,113388299,82520658.16,10535702.2,347,89.9,Pending
28/11/2025,2025,11,Ministry of Transport,498584655,441106699.8,105156115.1,691,51.7,Pending
28/11/2025,2025,11,Katsina Urban Planning Authority,218350708,175996544.7,26146373.46,257,85.3,Reconciled
28/11/2025,2025,11,State Water Board,380633154,347844524.6,64135639.84,133,46.1,Reconciled
28/12/2025,2025,12,Katsina State Internal Revenue Service,487875437,516426798.7,52703596.27,193,71.2,Exception Noted
28/12/2025,2025,12,Ministry of Works and Housing,477221751,340361963.3,81219964.89,566,62.6,Pending
28/12/2025,2025,12,Ministry of Health,525372838,599648212.9,96740821.33,110,87.3,Pending
28/12/2025,2025,12,Ministry of Education,239971079,143982519.3,29979521.89,869,77.9,Pending
28/12/2025,2025,12,Ministry of Agriculture,402575569,417189276.8,63740245.29,869,65.2,Pending
28/12/2025,2025,12,Ministry of Commerce and Industry,248895317,285289675.8,30702659.25,548,68,Pending
28/12/2025,2025,12,Ministry of Lands and Survey,264385716,212482159.4,39201265.96,376,78,Exception Noted
28/12/2025,2025,12,Ministry of Transport,167104421,130483879.7,24909853.33,851,70.9,Exception Noted
28/12/2025,2025,12,Katsina Urban Planning Authority,370673155,292288378.1,48122658.18,578,54.3,Reconciled
28/12/2025,2025,12,State Water Board,137119595,77870944.13,18625925.16,774,82.3,Reconciled
